,Unnamed: 0,Movie Title,Gross Revenue (USD),Genre,tconst,Runtime (min),IMDB Rating,Worldwide Box Office (USD)
1049,1293,A Most Wanted Man,"$17,237,244","Crime, Drama, Thriller",tt1972571,122.0,6.8,"$36,233,517"
1050,1294,Wanderlust,"$17,225,675","Comedy, Romance",tt1655460,98.0,5.6,"$23,812,816"
1051,1295,Seventh Son,"$17,223,265","Action, Adventure, Fantasy",tt1121096,102.0,5.5,"$114,178,613"
1052,1296,Safe,"$17,142,080","Action, Crime, Thriller",tt1656190,94.0,6.5,"$41,564,670"
1053,1298,Norm of the North,"$17,017,118","Animation, Adventure, Comedy",tt1594972,90.0,3.6,"$30,734,502"
1054,1299,The Counselor,"$16,973,715","Crime, Drama, Thriller",tt2193215,117.0,5.3,"$71,009,334"
1055,1300,The Thing,"$16,928,670","Horror, Mystery, Sci-Fi",tt0905372,103.0,6.2,"$31,505,287"
1056,1301,The Farewell,"$16,877,010","Comedy, Drama",tt8637428,98.0,7.1,"$22,485,367"
1057,1302,Flatliners,"$16,866,403","Drama, Horror, Mystery",tt2039338,109.0,5.2,"$45,158,254"
1058,1303,The Kid Who Would Be King,"$16,790,790","Action, Adventure, Family",tt6811018,120.0,6.0,"$32,140,970"
1059,1304,Detroit,"$16,790,139","Crime, Drama, History",tt5390504,143.0,7.4,"$23,355,100"
1060,1305,To Rome with Love,"$16,685,867","Comedy, Music, Romance",tt1859650,112.0,6.3,"$73,244,881"
1061,1306,Missing Link,"$16,649,539","Animation, Adventure, Comedy",tt6348138,94.0,7.0,"$26,249,469"
1062,1307,Mary Queen of Scots,"$16,468,499","Biography, Drama, History",tt1555069,119.0,5.5,"$46,710,283"
1063,1309,Monkey Kingdom,"$16,427,836",Documentary,tt3660770,81.0,7.3,"$16,839,663"
1064,1310,The Master,"$16,377,274",Drama,tt1560747,138.0,7.1,"$28,258,060"
1065,1313,Forever My Girl,"$16,376,066","Drama, Music, Romance",tt4103724,108.0,6.7,"$16,376,066"
1066,1314,Young Adult,"$16,311,571","Comedy, Drama",tt1625346,94.0,6.3,"$22,939,027"
1067,1315,Begin Again,"$16,170,632","Comedy, Drama, Music",tt1945037,68.0,7.0,"$63,464,861"
1068,1317,Jobs,"$16,117,443","Biography, Drama",tt2357129,128.0,5.9,"$42,128,352"
1069,1318,Fruitvale Station,"$16,097,842","Biography, Crime, Drama",tt2334649,85.0,7.5,"$17,385,830"
1070,1320,The Raven,"$16,008,272","Crime, Mystery, Thriller",tt1486192,110.0,6.4,"$29,699,345"
1071,1321,The Single Moms Club,"$15,986,272","Comedy, Drama",tt2465140,111.0,5.3,"$16,365,451"
1072,1322,Mortal Engines,"$15,951,040","Action, Adventure, Fantasy",tt1571234,128.0,6.1,"$83,672,673"
1073,1323,The Birth of a Nation,"$15,858,754","Biography, Drama, History",tt4196450,120.0,6.4,"$16,779,212"
1074,1324,Devil's Due,"$15,818,967","Horror, Mystery, Thriller",tt2752758,89.0,4.1,"$36,921,560"
1075,1325,Eddie the Eagle,"$15,785,632","Biography, Comedy, Drama",tt1083452,106.0,7.4,"$46,152,800"
1076,1326,Hunter Killer,"$15,767,460","Action, Adventure, Thriller",tt1846589,122.0,6.6,"$31,672,678"
1077,1327,The Man with the Iron Fists,"$15,634,090",Action,tt1258972,95.0,5.4,"$20,546,518"
1078,1328,A Beautiful Planet,"$15,552,381",Documentary,tt2800050,46.0,7.4,"$25,730,120"
1079,1329,The Ghost Writer,"$15,541,549","Drama, Mystery, Thriller",tt1139328,128.0,7.2,"$60,331,447"
1080,1330,Late Night,"$15,499,454","Comedy, Drama",tt6107548,102.0,5.9,"$22,386,555"
1081,1331,The Infiltrator,"$15,425,870","Biography, Crime, Drama",tt1355631,127.0,7.0,"$21,011,110"
1082,1332,African Cats,"$15,415,270","Documentary, Adventure",tt1223236,89.0,7.6,"$30,857,747"
1083,1333,About Time,"$15,322,921","Comedy, Drama, Fantasy",tt2194499,123.0,7.8,"$87,100,449"
1084,1334,And So It Goes,"$15,155,772","Comedy, Drama, Romance",tt2465146,94.0,5.8,"$25,312,387"
1085,1335,Killing Them Softly,"$15,026,056","Crime, Drama, Thriller",tt1764234,97.0,6.2,"$37,930,465"
1086,1336,Seven Psychopaths,"$15,024,049","Comedy, Crime",tt1931533,110.0,7.2,"$32,226,382"
1087,1337,Miss Bala,"$15,006,824","Action, Crime, Drama",tt1911600,113.0,6.5,"$15,383,580"
1088,1339,Judy Moody and the Not Bummer Summer,"$15,000,994","Comedy, Family",tt1547230,91.0,4.3,"$15,691,640"
1089,1340,If Beale Street Could Talk,"$14,915,773","Drama, Romance",tt7125860,119.0,7.2,"$20,596,567"
1090,1341,Step Up All In,"$14,904,384","Drama, Music, Romance",tt2626350,112.0,6.0,"$86,165,646"
1091,1342,Keeping Up with the Joneses,"$14,896,798","Action, Comedy",tt2387499,105.0,5.9,"$29,918,745"
1092,1343,The Prodigy,"$14,856,291","Horror, Thriller",tt4504044,92.0,5.9,"$21,150,265"
1093,1344,The Girl in the Spider's Web,"$14,841,338","Action, Crime, Drama",tt5177088,115.0,6.1,"$35,164,920"
1094,1345,The Possession of Hannah Grace,"$14,837,422","Horror, Mystery, Thriller",tt5734576,86.0,5.2,"$43,016,528"
1095,1346,The Case for Christ,"$14,678,714","Biography, Drama",tt6113488,112.0,6.2,"$18,175,663"
1096,1347,Room,"$14,677,674","Drama, Thriller",tt3170832,118.0,8.2,"$35,401,758"
1097,1348,It Follows,"$14,673,301","Horror, Mystery, Thriller",tt3235888,100.0,6.9,"$21,528,593"
1098,1349,My Soul to Take,"$14,637,490","Horror, Mystery, Thriller",tt0872230,107.0,4.8,"$21,500,813"
1099,1350,Beyond the Lights,"$14,618,727","Drama, Music, Romance",tt3125324,116.0,6.9,"$14,618,727"
1100,1351,My Week with Marilyn,"$14,600,347","Biography, Drama",tt1655420,99.0,7.0,"$35,057,696"
1101,1352,To the Arctic 3D,"$14,550,397",Documentary,tt2073128,40.0,6.6,"$23,695,388"
1102,1353,Big Eyes,"$14,479,776","Biography, Crime, Drama",tt1126590,106.0,7.0,"$29,253,166"
1103,1355,America: Imagine the World Without Her,"$14,444,502",Documentary,tt2785390,105.0,5.5,"$14,444,502"
1104,1356,"Hello, My Name Is Doris","$14,443,077","Comedy, Drama, Romance",tt3766394,90.0,6.6,"$14,659,448"
1105,1357,American Ultra,"$14,434,604","Action, Comedy",tt3316948,96.0,6.1,"$27,262,374"
1106,1358,Woodlawn,"$14,393,862","Drama, Sport",tt4183692,123.0,6.5,"$14,401,617"
1107,1359,Lockout,"$14,326,864","Action, Adventure, Sci-Fi",tt1592525,95.0,6.1,"$32,948,113"
1108,1360,Wish Upon,"$14,301,505","Drama, Fantasy, Horror",tt5322012,90.0,5.0,"$23,468,586"
1109,1361,Criminal,"$14,268,533","Action, Sci-Fi, Thriller",tt3014866,113.0,6.3,"$38,803,993"
1110,1362,The Edge of Seventeen,"$14,260,193","Comedy, Drama",tt1878870,104.0,7.3,"$19,370,020"
1111,1363,Spring Breakers,"$14,123,773","Crime, Drama",tt2101441,94.0,5.3,"$31,724,284"
1112,1364,Borg vs. McEnroe,"$14,113,354","Biography, Drama, Sport",tt5727282,107.0,7.0,"$3,430,165"
1113,1365,RBG,"$14,017,361","Documentary, Biography",tt7689964,98.0,7.5,"$14,441,292"
1114,1366,Love & Friendship,"$14,013,564","Comedy, Drama, Romance",tt3068194,90.0,6.4,"$21,401,949"
1115,1367,What's Your Number?,"$14,008,193","Comedy, Romance",tt0770703,106.0,6.1,"$30,426,096"
1116,1368,Left Behind,"$13,998,282","Action, Drama, Fantasy",tt2243377,86.0,6.5,"$27,405,896"
1117,1370,Jackie,"$13,958,679","Biography, Drama, History",tt1619029,100.0,6.7,"$24,270,399"
1118,1374,One Day,"$13,843,771","Drama, Romance",tt1563738,107.0,7.0,"$59,389,433"
1119,1380,Born in China,"$13,830,237",Documentary,tt4629266,79.0,7.2,"$25,081,168"
1120,1381,Repo Men,"$13,794,835","Action, Sci-Fi, Thriller",tt1053424,111.0,6.3,"$18,409,891"
1121,1382,Sin City: A Dame to Kill For,"$13,757,804","Action, Crime, Thriller",tt0458481,102.0,6.5,"$39,407,616"
1122,1383,Hit and Run,"$13,746,550","Action, Comedy",tt2097307,100.0,6.1,"$16,816,647"
1123,1384,Warrior,"$13,657,115","Drama, Sport",tt1291584,140.0,8.2,"$23,308,615"
1124,1385,Burnt,"$13,650,738","Comedy, Drama",tt2503944,101.0,6.6,"$36,606,743"
1125,1386,Poms,"$13,631,124","Comedy, Drama, Sport",tt5125894,91.0,5.2,"$16,418,218"
1126,1387,Eighth Grade,"$13,539,709","Comedy, Drama",tt7014006,93.0,7.5,"$14,347,433"
1127,1388,Dredd,"$13,414,714","Action, Crime, Sci-Fi",tt1343727,95.0,7.1,"$41,037,742"
1128,1389,Megan Leavey,"$13,406,304","Biography, Drama, War",tt4899370,116.0,7.1,"$14,510,490"
1129,1390,Labor Day,"$13,362,308","Drama, Romance, Thriller",tt1967545,111.0,6.9,"$20,275,812"
1130,1391,The Tree of Life,"$13,303,319","Drama, Fantasy",tt0478304,139.0,6.8,"$58,409,247"
1131,1392,Inside Llewyn Davis,"$13,235,319","Comedy, Drama, Music",tt2042568,104.0,7.5,"$32,935,319"
1132,1393,The Intouchables,"$13,182,281","Biography, Comedy, Drama",tt1675434,112.0,8.5,"$426,588,510"
1133,1394,The Peanut Butter Falcon,"$13,122,642","Comedy, Drama, Sport",tt4364194,93.0,7.0,"$22,783,982"
1134,1395,Playing for Keeps,"$13,101,142","Comedy, Romance, Sport",tt1540128,105.0,5.7,"$30,962,335"
1135,1396,The Rum Diary,"$13,100,042","Comedy, Drama",tt0376136,119.0,6.2,"$30,134,958"
1136,1397,Hillary's America: The Secret History of the Democratic Party,"$13,096,535","Documentary, Biography, History",tt5646136,106.0,5.4,"$13,099,931"
1137,1398,Whiplash,"$13,092,000","Drama, Music",tt2582802,106.0,8.5,"$48,982,041"
1138,1399,Do You Believe?,"$12,985,267",Drama,tt4056738,120.0,6.1,"$14,410,698"
1139,1401,The Collection,"$12,842,058","Action, Adventure, Crime",tt1748227,82.0,6.1,"$9,929,706"
1140,1402,Anna Karenina,"$12,816,367","Drama, Romance",tt1781769,129.0,6.6,"$68,929,150"
1141,1403,Beasts of the Southern Wild,"$12,795,746","Adventure, Drama, Fantasy",tt2125435,93.0,7.3,"$21,107,746"
1142,1404,The Founder,"$12,786,053","Biography, Drama",tt2262282,108.0,5.9,"$24,121,245"
1143,1406,Carol,"$12,711,491","Drama, Romance",tt2402927,118.0,7.2,"$40,272,135"
1144,1407,The Darkest Minds,"$12,695,691","Action, Adventure, Drama",tt4073790,104.0,5.7,"$41,142,379"
1145,1408,Battle of the Sexes,"$12,638,526","Biography, Comedy, Drama",tt4622512,121.0,6.7,"$18,598,607"
1146,1409,Triple 9,"$12,626,905","Action, Crime, Thriller",tt1712261,115.0,6.3,"$23,177,948"
1147,1410,Silent House,"$12,555,230","Drama, Horror, Mystery",tt1767382,86.0,5.3,"$16,527,747"
1148,1411,Love & Mercy,"$12,547,189","Biography, Drama, Music",tt0903657,121.0,7.4,"$28,641,776"
1149,1412,The Light Between Oceans,"$12,545,979","Drama, Romance",tt2547584,133.0,7.2,"$25,975,621"
1150,1413,Cirque du Soleil: Worlds Away,"$12,495,865",Fantasy,tt1792647,91.0,6.8,"$34,153,101"
1151,1414,Strange Magic,"$12,427,046","Animation, Adventure, Comedy",tt4191054,99.0,5.8,"$13,603,453"
1152,1415,People Like Us,"$12,412,386","Comedy, Drama",tt1716777,114.0,7.1,"$12,558,931"
1153,1417,Dangal,"$12,391,761","Action, Biography, Drama",tt5074352,161.0,8.5,"$303,723,636"
1154,1419,Three Identical Strangers,"$12,320,845","Documentary, Biography, Drama",tt7664504,96.0,7.7,"$13,448,497"
1155,1420,Hot Tub Time Machine 2,"$12,282,677","Comedy, Mystery, Sci-Fi",tt2637294,93.0,5.1,"$13,081,651"
1156,1421,Self/less,"$12,276,810","Action, Mystery, Sci-Fi",tt2140379,117.0,6.5,"$31,807,156"
1157,1422,Before I Fall,"$12,230,791","Drama, Fantasy, Mystery",tt1691916,98.0,6.4,"$16,373,843"
1158,1423,Far from the Madding Crowd,"$12,229,314","Drama, Romance",tt2935476,119.0,7.1,"$30,229,977"
1159,1424,The 33,"$12,188,642","Biography, Drama, History",tt2006295,127.0,6.9,"$27,972,023"
1160,1425,After,"$12,138,565","Drama, Romance",tt1147681,99.0,4.7,"$69,733,482"
1161,1429,Let Me In,"$12,134,420","Drama, Fantasy, Horror",tt1228987,116.0,7.1,"$27,093,592"
1162,1431,Foxcatcher,"$12,096,300","Biography, Drama, Sport",tt1100089,134.0,7.0,"$19,206,513"
1163,1432,The Last Stand,"$12,050,299","Action, Thriller",tt1549920,107.0,6.4,"$48,330,757"
1164,1433,The Kitchen,"$12,049,257","Action, Crime, Drama",tt2011300,80.0,5.0,"$15,980,032"
1165,1435,Upgrade,"$11,977,130","Action, Horror, Sci-Fi",tt6499752,100.0,7.6,"$16,593,554"
1166,1437,"Roman J. Israel, Esq.","$11,962,712","Crime, Drama, Thriller",tt6000478,122.0,6.4,"$13,025,860"
1167,1438,Blinded by the Light,"$11,901,145","Comedy, Drama, Music",tt8266310,117.0,6.2,"$18,019,198"
1168,1439,Glee: The 3D Concert Movie,"$11,860,839","Documentary, Music",tt1922612,84.0,5.4,"$18,663,238"
1169,1440,Extraordinary Measures,"$11,854,694",Drama,tt1244659,106.0,6.5,"$15,134,293"
1170,1441,Padmaavat,"$11,846,060","Drama, History, Romance",tt5935704,164.0,7.0,"$22,991,060"
1171,1442,Fifty Shades of Black,"$11,675,178",Comedy,tt4667094,92.0,3.5,"$22,227,514"
1172,1443,Gone,"$11,653,123","Action, Adventure, Mystery",tt1628042,85.0,6.5,"$19,767,535"
1173,1447,The Conspirator,"$11,538,204","Crime, Drama, History",tt0968264,122.0,6.9,"$15,623,183"
1174,1448,No manches Frida,"$11,514,388","Comedy, Romance",tt5259966,114.0,5.6,"$23,540,937"
1175,1449,The Words,"$11,494,838","Drama, Mystery, Romance",tt1840417,102.0,7.1,"$15,950,164"
1176,1450,Out of the Furnace,"$11,326,836","Action, Crime, Drama",tt1206543,116.0,6.8,"$15,660,668"
1177,1451,The Old Man & the Gun,"$11,277,120","Biography, Comedy, Crime",tt2837574,93.0,6.8,"$17,860,397"
1178,1452,Unforgettable,"$11,274,490","Drama, Thriller",tt1247436,88.0,5.9,"$17,768,012"
1179,1456,Jane Eyre,"$11,242,660","Drama, Romance",tt1229822,120.0,7.4,"$34,710,627"
1180,1457,The Danish Girl,"$11,114,018","Biography, Drama, Romance",tt0810819,119.0,7.1,"$64,191,523"
1181,1458,Dead Awake,"$11,108,321","Horror, Thriller",tt1501652,93.0,4.5,"$21,675"
1182,1460,Hell Fest,"$11,107,431","Horror, Thriller",tt1999890,89.0,5.5,"$18,159,691"
1183,1461,Café Society,"$11,103,205","Comedy, Drama, Romance",tt4513674,96.0,6.6,"$43,763,247"
1184,1462,Pride and Prejudice and Zombies,"$10,907,291","Action, Comedy, Fantasy",tt1374989,108.0,5.8,"$16,457,494"
1185,1463,Dead Man Down,"$10,880,926","Action, Crime, Drama",tt2101341,118.0,6.5,"$18,074,539"
1186,1464,Welcome to Marwen,"$10,763,520","Biography, Comedy, Drama",tt3289724,116.0,6.1,"$13,061,491"
1187,1465,The Darkness,"$10,732,841","Horror, Thriller",tt1878841,92.0,4.4,"$10,898,293"
1188,1467,Belle,"$10,726,630","Biography, Drama, Romance",tt2404181,100.0,7.4,"$16,607,575"
1189,1468,The Drop,"$10,724,389","Crime, Drama, Thriller",tt1600196,106.0,7.1,"$18,658,381"
1190,1469,Drive Angry,"$10,706,786","Action, Fantasy, Thriller",tt1502404,104.0,5.4,"$40,909,909"
1191,1470,The Gunman,"$10,640,645","Action, Crime, Drama",tt2515034,115.0,5.8,"$24,177,137"
1192,1471,Nocturnal Animals,"$10,639,114","Drama, Thriller",tt4550098,116.0,7.5,"$30,311,857"
1193,1472,PK,"$10,616,104","Comedy, Drama, Fantasy",tt2338151,153.0,8.2,"$100,370,104"
1194,1473,The Beguiled,"$10,576,669","Drama, Thriller",tt5592248,93.0,6.3,"$27,869,129"
1195,1474,Jonah Hex,"$10,539,414","Action, Drama, Fantasy",tt1075747,81.0,4.7,"$10,903,312"
1196,1475,Greta,"$10,519,425","Drama, Mystery, Thriller",tt2639336,98.0,6.0,"$18,653,107"
1197,1477,Sabotage,"$10,508,518","Action, Drama, Thriller",tt1742334,109.0,5.7,"$22,126,842"
1198,1478,Magic in the Moonlight,"$10,506,939","Comedy, Drama, Romance",tt2870756,97.0,6.6,"$51,029,361"
1199,1479,Getaway,"$10,494,494","Action, Crime, Thriller",tt2167202,90.0,4.4,"$11,806,432"
1200,1480,Moms' Night Out,"$10,429,707",Comedy,tt3014666,98.0,5.5,"$10,536,956"
1201,1481,Live by Night,"$10,377,558","Action, Crime, Drama",tt2361317,129.0,6.4,"$22,678,555"
1202,1482,Straw Dogs,"$10,324,441","Action, Drama, Thriller",tt0999913,110.0,5.8,"$11,168,712"
1203,1483,The Miracle Season,"$10,225,770","Drama, Sport",tt5427194,101.0,6.5,"$10,230,620"
1204,1484,Unfinished Business,"$10,214,013","Comedy, Drama",tt2358925,91.0,5.4,"$14,431,253"
1205,1486,The Best of Enemies,"$10,205,616","Biography, Drama, History",tt4807408,133.0,6.8,"$10,209,813"
1206,1487,Win Win,"$10,179,275","Comedy, Drama, Sport",tt1606392,106.0,7.2,"$11,789,613"
1207,1489,The Belko Experiment,"$10,164,675","Horror, Thriller",tt1082807,89.0,6.1,"$11,084,630"
1208,1491,The Walk,"$10,137,502","Adventure, Biography, Drama",tt2159988,89.0,6.8,"$61,181,942"
1209,1493,Prom,"$10,130,219","Comedy, Drama, Family",tt1604171,104.0,5.4,"$10,702,246"
1210,1494,Marshall,"$10,051,659","Biography, Crime, Drama",tt5301662,118.0,7.2,"$10,116,816"
1211,1495,The Lady in the Van,"$10,017,675","Biography, Comedy, Drama",tt3722070,104.0,6.7,"$41,387,687"
1212,1496,Blue Valentine,"$9,737,892","Drama, Romance",tt1120985,112.0,7.4,"$14,892,418"
1213,1497,I Don't Know How She Does It,"$9,659,074","Comedy, Romance",tt1742650,89.0,4.9,"$31,410,151"
1214,1498,The Perfect Match,"$9,658,370","Comedy, Romance",tt4871980,96.0,4.9,"$10,414,738"
1215,1499,Hotel Mumbai,"$9,651,611","Action, Drama, History",tt5461944,123.0,7.7,"$21,314,816"
1216,1500,The Wife,"$9,601,092",Drama,tt3750872,99.0,7.2,"$19,978,189"
1217,1501,Midnight Sun,"$9,561,064","Drama, Romance",tt4799066,91.0,6.6,"$27,365,467"
1218,1502,Fair Game,"$9,528,092","Biography, Drama, Thriller",tt0977855,108.0,6.8,"$25,798,915"
1219,1504,Bullet to the Head,"$9,483,821","Action, Crime, Thriller",tt1308729,92.0,5.7,"$21,947,209"
1220,1505,Thank You for Your Service,"$9,467,000","Biography, Drama, War",tt2352196,88.0,7.7,"$9,995,692"
1221,1507,Rock Dog,"$9,404,922","Animation, Adventure, Comedy",tt2822672,90.0,5.9,"$23,157,646"
1222,1508,Fun Size,"$9,402,410","Adventure, Comedy",tt1663143,86.0,5.4,"$11,417,362"
1223,1509,Popstar: Never Stop Never Stopping,"$9,393,835","Comedy, Music",tt3960412,87.0,6.7,"$9,680,029"
1224,1510,Hardcore Henry,"$9,252,038","Action, Adventure, Sci-Fi",tt3072482,96.0,6.7,"$16,810,562"
1225,1511,Tully,"$9,227,130","Comedy, Drama, Mystery",tt5610554,95.0,7.0,"$15,636,462"
1226,1512,Bernie,"$9,203,192","Biography, Comedy, Crime",tt1704573,99.0,6.8,"$10,090,641"
1227,1513,Traffik,"$9,186,156","Action, Crime, Drama",tt5670152,96.0,6.0,"$9,515,914"
1228,1514,Peeples,"$9,123,834","Comedy, Romance",tt1699755,95.0,5.3,"$9,307,166"
1229,1515,Meet the Blacks,"$9,093,856","Comedy, Horror",tt4191580,94.0,5.9,"$9,097,072"
1230,1516,Huevos: Little Rooster's Egg-cellent Adventure,"$9,069,010","Animation, Adventure, Comedy",tt4643580,98.0,5.8,"$25,892,561"
1231,1517,Apollo 11,"$9,039,891","Documentary, History",tt8760684,93.0,8.4,"$15,342,353"
1232,1518,Salmon Fishing in the Yemen,"$9,025,107","Comedy, Drama, Romance",tt1441952,107.0,6.8,"$34,564,651"
1233,1519,Brave New Jersey,"$8,918,944",Comedy,tt4660172,86.0,5.4,"$16,544"
1234,1520,Battle of the Year,"$8,888,355","Drama, Music",tt1532958,110.0,5.1,"$16,549,477"
1235,1521,Movie 43,"$8,828,771",Comedy,tt1333125,94.0,4.3,"$32,438,988"
1236,1522,Queen of Katwe,"$8,805,918","Biography, Drama, Sport",tt4341582,124.0,7.4,"$10,367,161"
1237,1523,Can You Ever Forgive Me?,"$8,803,865","Biography, Comedy, Crime",tt4595882,106.0,7.2,"$12,442,161"
1238,1524,Unfriended: Dark Web,"$8,783,985","Horror, Mystery, Thriller",tt4761916,92.0,5.9,"$16,024,987"
1239,1525,The Lobster,"$8,699,235","Comedy, Drama, Romance",tt3464902,119.0,7.1,"$6,504,366"
1240,1527,The Lost City of Z,"$8,580,410","Biography, Drama, History",tt1212428,141.0,6.6,"$19,263,938"
1241,1528,Ratchet & Clank,"$8,549,740","Animation, Action, Adventure",tt2865120,94.0,5.6,"$13,385,737"
1242,1529,Serenity,"$8,547,045","Drama, Mystery, Thriller",tt6476140,106.0,5.3,"$14,454,622"
1243,1530,The Quiet Ones,"$8,496,112","Horror, Mystery, Thriller",tt1094597,,5.8,"$17,835,162"
1244,1532,Legends of Oz: Dorothy's Return,"$8,462,027","Animation, Adventure, Family",tt0884726,88.0,5.5,"$21,755,418"
1245,1533,MacGruber,"$8,460,995","Action, Comedy, Romance",tt1470023,90.0,5.5,"$9,322,895"
1246,1534,Amy,"$8,413,144","Documentary, Biography, Music",tt2870648,128.0,7.8,"$23,706,049"
1247,1536,Mandela: Long Walk to Freedom,"$8,323,085","Biography, Drama, History",tt2304771,141.0,7.1,"$27,985,788"
1248,1537,Johnny English Reborn,"$8,305,970","Action, Adventure, Comedy",tt1634122,101.0,6.3,"$160,078,586"
1249,1538,Early Man,"$8,267,544","Animation, Adventure, Comedy",tt4701724,89.0,6.1,"$54,622,814"
1250,1539,Higher Power,"$8,234,245","Action, Sci-Fi, Thriller",tt2924392,93.0,5.3,$528
1251,1540,Bajrangi Bhaijaan,"$8,178,001","Action, Comedy, Drama",tt3863552,163.0,8.0,"$75,547,184"
1252,1541,Before Midnight,"$8,114,627","Drama, Romance",tt2209418,109.0,7.9,"$20,994,648"
1253,1542,Inherent Vice,"$8,110,975","Comedy, Crime, Drama",tt1791528,148.0,6.7,"$14,710,975"
1254,1543,A Cure for Wellness,"$8,106,986","Drama, Fantasy, Horror",tt4731136,146.0,6.4,"$26,620,002"
1255,1544,The Death of Stalin,"$8,041,828","Comedy, Drama, History",tt4686844,107.0,7.2,"$24,646,055"
1256,1545,Dhoom 3,"$8,031,955","Action, Thriller",tt1833673,172.0,5.4,"$88,031,955"
1257,1546,Machete Kills,"$8,008,161","Action, Crime, Thriller",tt2002718,107.0,5.6,"$17,496,820"
1258,1547,Jerusalem,"$7,993,108",Documentary,tt2385006,44.0,7.3,"$9,279,456"
1259,1548,The Wild Life,"$7,965,609","Animation, Adventure, Comedy",tt4731008,91.0,5.4,"$40,075,446"
1260,1549,Arbitrage,"$7,918,283","Drama, Thriller",tt1764183,107.0,6.6,"$35,485,056"
1261,1550,Sanju,"$7,909,317","Biography, Drama",tt6452574,155.0,7.9,"$76,693,052"
1262,1551,The Space Between Us,"$7,885,294","Drama, Romance, Sci-Fi",tt3922818,120.0,6.4,"$16,080,475"
1263,1552,Trumbo,"$7,857,741","Biography, Drama",tt3203606,124.0,7.5,"$11,430,025"
1264,1553,Vampire Academy,"$7,791,979","Action, Comedy, Drama",tt1686821,104.0,5.5,"$15,642,346"
1265,1554,Bad Words,"$7,764,027","Comedy, Drama",tt2170299,89.0,6.7,"$7,804,337"
1266,1555,Anna,"$7,743,794","Action, Thriller",tt1715336,99.0,6.5,"$31,329,947"
1267,1561,Unsane,"$7,732,899","Drama, Horror, Mystery",tt7153766,98.0,6.4,"$14,293,601"
1268,1562,Kevin Hart: Laugh at My Pain,"$7,706,436","Documentary, Comedy",tt1999192,89.0,7.4,"$7,706,436"
1269,1563,Penguins,"$7,699,452","Documentary, Family",tt8080302,76.0,6.8,"$7,699,452"
1270,1564,Loving,"$7,696,098","Biography, Drama, Romance",tt2495212,105.0,7.1,"$12,957,265"
1271,1568,Beautiful Boy,"$7,649,973","Biography, Drama",tt1226837,120.0,7.3,"$16,636,604"
1272,1572,Journey to the South Pacific,"$7,647,100",Documentary,tt3195742,40.0,6.5,"$14,994,876"
1273,1573,Mortdecai,"$7,605,668","Action, Adventure, Comedy",tt3045616,107.0,5.5,"$47,275,695"
1274,1574,Promised Land,"$7,597,898",Drama,tt2091473,106.0,6.6,"$11,039,031"
1275,1575,While We're Young,"$7,574,066","Comedy, Drama, Mystery",tt1791682,97.0,6.3,"$17,287,309"
1276,1576,Barney's Version,"$7,502,560","Comedy, Drama",tt1423894,134.0,7.3,"$12,104,765"
1277,1577,Cyrus,"$7,455,447","Comedy, Drama, Romance",tt1327709,87.0,4.7,"$9,933,873"
1278,1579,Disconnect,"$7,435,950","Drama, Thriller",tt0419692,112.0,4.5,"$3,428,048"
1279,1582,I'll See You in My Dreams,"$7,425,963","Comedy, Drama, Romance",tt3236120,92.0,6.7,"$7,452,512"
1280,1583,Paranoia,"$7,376,027","Drama, Thriller",tt1413495,106.0,5.7,"$15,500,644"
1281,1585,Mid90s,"$7,362,439","Comedy, Drama",tt5613484,85.0,7.4,"$9,303,022"
1282,1586,Friends with Kids,"$7,250,054","Comedy, Drama, Romance",tt1720616,107.0,6.1,"$13,019,073"
1283,1587,Let There Be Light,"$7,231,896",Drama,tt5804314,100.0,4.8,"$7,233,471"
1284,1589,Gold,"$7,222,964","Crime, Drama",tt1800302,120.0,6.7,"$1,528,185"
1285,1595,The Big Year,"$7,204,138",Comedy,tt1053810,100.0,6.2,"$8,179,416"
1286,1596,The Green Inferno,"$7,192,291","Adventure, Horror",tt2403021,100.0,5.3,"$12,666,449"
1287,1597,The Little Mermaid,"$7,147,175","Adventure, Drama, Fantasy",tt5493944,85.0,4.2,"$2,610,742"
1288,1598,I Am Not Your Negro,"$7,120,626",Documentary,tt5804038,93.0,7.8,"$8,345,298"
1289,1599,Beatriz at Dinner,"$7,115,854","Comedy, Drama",tt5929750,82.0,6.1,"$7,425,391"
1290,1600,Silence,"$7,100,177","Drama, History",tt0490215,161.0,7.2,"$23,834,809"
1291,1604,A Separation,"$7,098,492",Drama,tt1832382,123.0,8.3,"$22,926,076"
1292,1606,Blackhat,"$7,097,125","Action, Crime, Thriller",tt2717822,133.0,5.4,"$19,652,057"
1293,1607,Black Nativity,"$7,017,178","Drama, Family, Music",tt1425922,93.0,4.6,"$7,454,185"
1294,1608,Our Brand Is Crisis,"$6,998,324","Comedy, Drama",tt1018765,107.0,6.1,"$8,527,658"
1295,1609,Grandma,"$6,980,421","Comedy, Drama",tt4270516,79.0,6.7,"$7,205,073"
1296,1610,Take Me Home Tonight,"$6,923,891","Comedy, Drama, Romance",tt0810922,97.0,6.3,"$7,550,073"
1297,1611,Birth of the Dragon,"$6,901,965","Action, Biography, Drama",tt2720826,95.0,5.4,"$7,215,027"
1298,1612,Shut In,"$6,883,951","Drama, Horror, Mystery",tt2582500,91.0,4.7,"$13,082,071"
