,Unnamed: 0,Movie Title,Gross Revenue (USD),Genre,tconst,Runtime (min),IMDB Rating,Worldwide Box Office (USD)
2269,2895,The Wedding Guest,"$380,311","Drama, Sport, Thriller",tt7645780,97.0,5.5,"$386,166"
2270,2896,At Any Price,"$379,791","Biography, Drama",tt1937449,105.0,5.7,"$487,455"
2271,2897,Tom of Finland,"$378,296","Drama, Romance",tt5226984,117.0,6.8,"$1,776,931"
2272,2898,Rebel in the Rye,"$378,294","Animation, Action, Adventure",tt4986134,106.0,6.7,"$944,370"
2273,2899,Piranha 3DD,"$376,512","Action, Adventure, Comedy",tt1714203,83.0,3.7,"$8,493,728"
2274,2900,Smashed,"$375,981","Comedy, Drama",tt2063781,81.0,6.8,"$499,725"
2275,2901,The Second Mother,"$375,723","Drama, Romance",tt3742378,112.0,7.8,"$3,003,560"
2276,2902,Lootera,"$375,442","Documentary, Biography, Music",tt2224317,136.0,7.3,"$789,671"
2277,2903,Oh Lucy!,"$375,391","Crime, Drama",tt6343058,95.0,6.8,"$600,145"
2278,2904,Grace Jones: Bloodlight and Bami,"$374,494","Drama, History",tt6903636,115.0,6.1,"$632,394"
2279,2905,Joe,"$373,375","Drama, Thriller",tt2382396,117.0,6.9,"$2,431,443"
2280,2906,Miral,"$371,352","Action, Crime, Drama",tt1366409,112.0,6.3,"$1,132,843"
2281,2907,The Hummingbird Project,"$370,949","Documentary, Comedy, History",tt6866224,111.0,6.5,"$899,037"
2282,2908,Hava Nagila: The Movie,"$369,753","Documentary, Comedy",tt2244856,75.0,5.8,"$370,218"
2283,2909,Shootout at Wadala,"$369,310","Action, Crime, Thriller",tt2301155,155.0,5.9,"$711,366"
2284,2910,When Comedy Went to School,"$367,913","Documentary, Biography, Family",tt2167056,83.0,6.2,"$369,065"
2285,2911,Believer,"$365,639","Comedy, Drama, Romance",tt7095654,123.0,6.3,"$39,047,153"
2286,2913,Glen Campbell: I'll Be Me,"$365,522","Comedy, Drama, Romance",tt2049586,116.0,8.0,"$365,422"
2287,2914,Katti Batti,"$364,932","Action, Adventure, Comedy",tt4467262,135.0,4.9,"$4,079,135"
2288,2915,The Oranges,"$364,875","Comedy, Drama, Romance",tt1313139,90.0,5.9,"$2,316,971"
2289,2916,Kung Fu Yoga,"$362,657",Comedy,tt4217392,107.0,5.2,"$257,743,016"
2290,2917,Grand Masti,"$362,560",Documentary,tt2476154,137.0,4.4,"$770,535"
2291,2918,Kusama: Infinity,"$360,931",Documentary,tt1893269,76.0,7.2,"$558,052"
2292,2919,I Will Follow,"$360,000","Documentary, Biography",tt1624426,80.0,5.9,"$135,809"
2293,2920,Rosenwald,"$359,187","Action, Drama, History",tt2514028,95.0,8.0,"$433,924"
2294,2921,Walking with the Enemy,"$357,000",Documentary,tt1515208,124.0,6.3,"$1,112,592"
2295,2922,Lovelace,"$356,582",Comedy,tt1426329,93.0,6.2,"$1,585,583"
2296,2923,Detropia,"$356,172","Crime, Drama, Romance",tt2125490,90.0,6.5,"$390,024"
2297,2924,Omar,"$356,000",Drama,tt2852406,96.0,7.5,"$614,444"
2298,2925,The Lady,"$355,391","Documentary, Biography, Music",tt1802197,132.0,7.1,"$7,832,142"
2299,2929,The Tomorrow Man,"$354,103","Action, Comedy",tt8769848,94.0,5.7,"$354,103"
2300,2930,Branded,"$353,468","Animation, Crime, Drama",tt1368440,106.0,4.7,"$4,227,984"
2301,2932,Khiladi 786,"$352,684","Animation, Fantasy",tt2166214,141.0,4.4,"$835,095"
2302,2933,Chico & Rita,"$350,524","Horror, Sci-Fi, Thriller",tt1235830,94.0,7.2,"$2,347,919"
2303,2934,Aftermath,"$350,000","Comedy, Romance",tt0490075,84.0,5.1,"$3,451"
2304,2940,Pearl Jam: Let's Play Two,"$348,833","Biography, Drama",tt7435110,120.0,8.4,"$450,273"
2305,2941,Maps to the Stars,"$347,648","Drama, Romance",tt2172584,111.0,6.2,"$4,510,934"
2306,2943,OK Jaanu,"$345,872","Drama, Romance",tt5764024,135.0,5.2,"$5,445,281"
2307,2944,Singham,"$345,125","Biography, Drama, Romance",tt1948150,143.0,6.8,"$722,451"
2308,2945,Photograph,"$344,534","Drama, Sci-Fi",tt7778680,110.0,6.9,"$996,171"
2309,2946,Effie Gray,"$343,257","Comedy, Drama, Romance",tt1605798,104.0,5.9,"$721,143"
2310,2947,High-Rise,"$343,139",Documentary,tt0462335,119.0,5.6,"$4,286,576"
2311,2948,Drinking Buddies,"$342,936","Fantasy, Romance",tt2265398,90.0,6.1,"$401,914"
2312,2949,Reservation,"$342,801","Crime, Drama, Mystery",tt1710993,78.0,4.9,"$1,048,507"
2313,2950,Le Chef,"$342,667","Documentary, Biography, History",tt1911553,84.0,6.7,"$9,245,235"
2314,2951,Talvar,"$342,370",Drama,tt4934950,132.0,8.2,"$6,879,098"
2315,2952,Koch,"$342,212","Action, Drama, History",tt2237822,100.0,6.3,"$342,941"
2316,2953,Venus in Fur,"$342,183","Crime, Drama, Sport",tt2406252,96.0,7.2,"$8,350,026"
2317,2954,Carter High,"$340,214",Documentary,tt3735398,110.0,5.1,"$240,214"
2318,2955,Red Hook Summer,"$338,803","Comedy, Romance",tt1989593,121.0,5.0,"$338,803"
2319,2956,Happy People: A Year in the Taiga,"$337,497",Drama,tt1683876,90.0,7.8,"$338,987"
2320,2957,Diane,"$336,102","Comedy, Drama, Romance",tt3021984,82.0,4.6,"$336,166"
2321,2959,God's Own Country,"$335,609","Comedy, Drama, Romance",tt3720636,133.0,6.2,"$2,559,939"
2322,2961,Starbuck,"$335,034","Comedy, Drama, Romance",tt1756750,109.0,7.3,"$2,865,068"
2323,2962,The Prophet,"$335,030","Drama, Romance, Sci-Fi",tt1640718,85.0,7.1,"$764,498"
2324,2965,This Is Not What I Expected,"$334,985","Drama, Music",tt6772874,106.0,6.7,"$30,996,615"
2325,2966,I Origins,"$334,658","Documentary, Music, Sport",tt2884206,106.0,7.4,"$481,234"
2326,2967,Shine,"$333,124","Biography, Drama, Romance",tt4064912,95.0,4.9,"$333,388"
2327,2968,Ballet 422,"$332,843","Biography, Drama, Romance",tt3164198,75.0,6.2,"$333,554"
2328,2969,Diana,"$331,634","Comedy, Drama",tt1758595,113.0,5.5,"$21,766,271"
2329,2971,The First Grader,"$330,533","Drama, Family",tt0790663,103.0,7.5,"$1,194,710"
2330,2972,Mooz-Lum,"$330,048",Horror,tt1450328,94.0,6.8,"$369,129"
2331,2973,Flower,"$327,628",Drama,tt2582784,90.0,6.0,"$380,553"
2332,2974,Creature,"$327,000","Comedy, Drama, Family",tt1686018,93.0,3.7,"$533,235"
2333,2976,Nymphomaniac: Vol. II,"$326,983","Comedy, Drama, Romance",tt2382009,124.0,6.7,"$4,934,725"
2334,2978,Student of the Year,"$326,508",Drama,tt2172071,146.0,5.4,"$1,337,281"
2335,2979,Gori Tere Pyaar Mein!,"$325,885","Drama, Romance, Thriller",tt2275794,150.0,5.0,"$708,440"
2336,2980,Camp,"$324,977","Drama, War",tt2371287,109.0,6.9,"$324,977"
2337,2982,Jimi: All Is by My Side,"$323,032",Documentary,tt2402085,118.0,5.7,"$599,840"
2338,2983,The Guest,"$322,600","Comedy, Drama",tt1989571,100.0,5.1,"$2,700,051"
2339,2989,Suicide the Ripple Effect,"$322,588","Action, Comedy, Drama",tt7812334,93.0,7.2,"$347,468"
2340,2990,Sword of Trust,"$322,421","Comedy, Drama",tt8484012,88.0,6.6,"$323,369"
2341,2991,Super,"$322,157","Crime, Drama, Thriller",tt1512235,96.0,6.8,"$422,618"
2342,2993,Taxi,"$321,642","Biography, Drama, Sport",tt3660078,94.0,5.9,"$3,906,227"
2343,2996,In the Fade,"$321,011","Comedy, Romance",tt5723272,106.0,7.1,"$5,104,991"
2344,2997,Chuck,"$320,725","Crime, Drama, Horror",tt1610525,98.0,6.5,"$502,518"
2345,2998,The Bounce Back,"$320,676",Drama,tt3253232,104.0,5.0,"$421,404"
2346,2999,Compliance,"$318,622","Comedy, Drama, Romance",tt1971352,90.0,6.4,"$592,116"
2347,3000,Not Today,"$317,903","Drama, Romance",tt1564870,103.0,5.6,"$318,121"
2348,3001,Liberal Arts,"$317,190","Drama, Thriller, War",tt1872818,97.0,6.7,"$1,150,681"
2349,3002,Good Kill,"$316,842","Action, Adventure, Drama",tt3297330,102.0,6.4,"$1,474,471"
2350,3003,AmeriGeddon,"$316,554","Comedy, Fantasy",tt4059702,90.0,3.7,"$316,554"
2351,3004,David and Goliath,"$316,100","Comedy, Romance",tt3055246,,4.3,"$316,100"
2352,3008,The Breadwinner,"$312,381","Documentary, Drama, History",tt3901826,94.0,7.7,"$363,307"
2353,3009,The Hornet's Nest,"$311,975","Comedy, Drama",tt2611026,93.0,6.6,"$312,706"
2354,3010,Happy Ending,"$311,729","Documentary, Action, Comedy",tt3017412,135.0,5.4,"$359,542"
2355,3013,A Film Unfinished,"$311,542","Drama, History",tt1568923,88.0,7.3,"$320,486"
2356,3014,The Mill and the Cross,"$310,900","Drama, Mystery, Romance",tt1324055,92.0,7.0,"$1,116,180"
2357,3015,West of Memphis,"$309,864","Drama, Romance",tt2130321,147.0,7.9,"$318,317"
2358,3016,The Face of Love,"$309,427","Action, Adventure, Fantasy",tt1839642,92.0,6.2,"$1,806,548"
2359,3017,Damsel,"$305,136","Comedy, Crime, Drama",tt4018516,66.0,6.0,"$323,235"
2360,3019,Citizen Jane: Battle for the City,"$305,048","Action, Crime, Thriller",tt3699354,92.0,7.1,"$323,124"
2361,3020,Hitchcock/Truffaut,"$304,899",Documentary,tt3748512,79.0,7.4,"$386,471"
2362,3021,The Angels' Share,"$304,357","Comedy, Crime, Drama",tt1924394,101.0,7.0,"$13,090,471"
2363,3022,Stolen,"$304,318","Drama, Romance, War",tt1656186,96.0,5.5,"$17,415,418"
2364,3024,Obit.,"$304,191",Comedy,tt4820284,93.0,7.2,"$315,049"
2365,3025,Four Lions,"$304,137","Fantasy, Horror, Musical",tt1341167,97.0,7.3,"$6,148,687"
2366,3026,In the Land of Blood and Honey,"$303,877",Documentary,tt1714209,127.0,4.4,"$1,203,699"
2367,3027,The Love Punch,"$303,586","Comedy, Drama, Fantasy",tt2234261,94.0,5.7,"$8,366,493"
2368,3028,Elaine Stritch: Shoot Me,"$303,100","Drama, History",tt2405792,81.0,7.5,"$327,452"
2369,3029,Holy Rollers,"$302,886","Documentary, Biography, Sport",tt1143896,89.0,5.9,"$744,266"
2370,3030,Francofonia,"$302,762",Drama,tt3451720,88.0,6.6,"$1,008,154"
2371,3031,Being Elmo: A Puppeteer's Journey,"$302,652",Drama,tt1787660,80.0,7.6,"$310,812"
2372,3032,Linsanity,"$302,645","Biography, Comedy, Crime",tt2359427,89.0,7.4,"$332,990"
2373,3033,Happy End,"$301,718",Documentary,tt1821449,97.0,6.0,"$2,610,794"
2374,3035,Stockholm,"$300,000","Mystery, Thriller",tt2380207,90.0,7.0,"$665,527"
2375,3037,L'amour fou,"$298,781","Documentary, Biography",tt1606382,98.0,6.8,"$489,126"
2376,3038,Christine,"$298,484","Action, Adventure",tt4666726,119.0,6.9,"$313,465"
2377,3039,Coincidence,"$298,032","Action, Adventure, Comedy",tt6692354,105.0,7.2,"$2,520,487"
2378,3040,Ask Dr. Ruth,"$297,195","Animation, Adventure, Comedy",tt9353586,100.0,7.6,"$318,230"
2379,3041,Junglee,"$295,784","Fantasy, Horror, Mystery",tt7463730,115.0,5.7,"$4,033,587"
2380,3042,Go Goa Gone,"$295,414","Action, Comedy",tt2436516,108.0,6.6,"$429,350"
2381,3043,April and the Extraordinary World,"$294,313","Animation, Adventure, Comedy",tt3422078,105.0,7.3,"$495,879"
2382,3044,Innocence,"$294,039","Animation, Comedy, Drama",tt1724965,96.0,4.6,"$294,039"
2383,3046,Buddies in India,"$293,194",Drama,tt6152908,99.0,3.7,"$110,155,128"
2384,3047,Ernest & Celestine,"$292,562","Action, Drama, Family",tt1816518,80.0,7.9,"$8,111,137"
2385,3048,My Life as a Zucchini,"$292,279","Crime, Drama, Thriller",tt2321405,66.0,7.8,"$5,872,598"
2386,3049,Ixcanul,"$290,880","Animation, Adventure, Comedy",tt4135844,93.0,7.2,"$594,836"
2387,3050,The Man in 3B,"$289,575","Animation, Action, Adventure",tt3384180,93.0,5.1,"$291,513"
2388,3051,Something from Nothing: The Art of Rap,"$288,312","Comedy, Romance",tt2062996,106.0,7.2,"$333,388"
2389,3052,Antarctica: A Year on Ice,"$287,761",Drama,tt2361700,91.0,7.6,"$288,757"
2390,3053,Above and Beyond,"$287,697","Action, Adventure",tt2704752,90.0,7.7,"$288,751"
2391,3054,Aquarius,"$285,930","Horror, Thriller",tt5221584,146.0,7.5,"$3,085,977"
2392,3055,Golden Job,"$285,795",Comedy,tt7521990,100.0,5.7,"$47,279,677"
2393,3056,The Black Prince,"$285,000","Adventure, Drama, Thriller",tt3962984,118.0,6.8,"$632,823"
2394,3057,But Deliver Us from Evil,"$284,900","Documentary, Crime",tt4134826,109.0,2.7,"$285,169"
2395,3059,Theeb,"$283,024",Drama,tt3170902,100.0,7.2,"$768,449"
2396,3060,The Interrupters,"$282,448","Action, Drama, History",tt1319744,125.0,7.5,"$286,457"
2397,3061,Things to Come,"$282,382","Drama, Fantasy, Horror",tt4120176,102.0,7.0,"$5,638,693"
2398,3062,Dancing Arabs,"$281,059","Short, Drama",tt2841572,104.0,7.3,"$930,958"
2399,3063,White God,"$280,494",Comedy,tt2844798,121.0,6.9,"$581,904"
2400,3064,Blancanieves,"$279,735",Drama,tt1854513,104.0,7.6,"$2,585,522"
2401,3065,I Do... Until I Don't,"$279,263","Comedy, Drama, Fantasy",tt3234084,106.0,4.5,"$280,668"
2402,3066,Kahaani 2,"$279,009","Documentary, Drama, Music",tt5477608,127.0,6.6,"$532,877"
2403,3067,"Like Father, Like Son","$278,442","Biography, Drama, Thriller",tt2331143,121.0,7.8,"$37,170,163"
2404,3068,The Tempest,"$277,943","Animation, Drama, Family",tt1274300,110.0,5.4,"$405,861"
2405,3071,"20,000 Days on Earth","$277,770","Action, Crime, Drama",tt2920540,97.0,7.5,"$2,105,558"
2406,3072,I Want to Eat Your Pancreas,"$277,019",Documentary,tt7236034,108.0,7.7,"$33,748,006"
2407,3073,The Unknown Known,"$276,381","Crime, Drama, Romance",tt2390962,103.0,7.1,"$301,604"
2408,3074,Science Fair,"$276,195","Action, Comedy, Romance",tt7153434,90.0,7.7,"$277,338"
2409,3075,Kings,"$274,635","Documentary, Crime, History",tt4906960,136.0,5.0,"$910,269"
2410,3077,Mike Wallace Is Here,"$274,367",Comedy,tt9353436,,7.6,"$281,245"
2411,3078,The Central Park Five,"$273,747",Documentary,tt2380247,119.0,7.7,"$325,653"
2412,3079,The Endless,"$272,020","Action, Comedy",tt3986820,111.0,6.5,"$956,425"
2413,3080,Wei ai zhi jian ru jia jing,"$271,451",Drama,tt4242844,135.0,4.1,"$45,386,560"
2414,3081,Countdown to Zero,"$271,323","Biography, Drama, Romance",tt1572769,89.0,6.9,"$287,711"
2415,3082,Himmatwala,"$270,880","Drama, Mystery, Thriller",tt2344678,150.0,1.7,"$696,334"
2416,3083,The Last of Robin Hood,"$269,642","Comedy, Drama",tt2450440,94.0,5.7,"$288,545"
2417,3084,Seven Sins Forgiven,"$268,662","Documentary, Comedy, Music",tt1629376,137.0,6.1,"$365,672"
2418,3085,After the Storm,"$267,773","Action, Drama, Sport",tt2700230,,8.0,"$5,382,886"
2419,3087,Conan O'Brien Can't Stop,"$267,473",Documentary,tt1864288,89.0,7.0,"$267,965"
2420,3088,Munger Road,"$266,190",Action,tt1720172,86.0,4.5,"$266,689"
2421,3089,Brothers,"$266,175","Documentary, History",tt1754838,90.0,5.8,"$19,694,450"
2422,3097,The World Before Your Feet,"$265,331","Adventure, Fantasy, Horror",tt7844450,95.0,7.7,"$268,644"
2423,3099,The Black Power Mixtape 1967-1975,"$264,324","Drama, Mystery, Thriller",tt1592527,100.0,7.6,"$280,025"
2424,3100,Detective Dee: The Four Heavenly Kings,"$262,963","Action, Comedy, Crime",tt6869538,132.0,6.3,"$90,040,771"
2425,3101,Karthik Calling Karthik,"$262,511","Adventure, Sci-Fi",tt1373156,135.0,7.0,"$293,499"
2426,3102,Life of Crime,"$261,695",Drama,tt1663207,98.0,5.8,"$1,456,675"
2427,3103,Rascals,"$261,156",Documentary,tt1830786,128.0,2.9,"$652,756"
2428,3104,Star Raiders: The Adventures of Saber Raine,"$260,234",Drama,tt2039380,83.0,3.1,"$260,234"
2429,3105,What They Had,"$260,065","Documentary, Biography, History",tt6662736,101.0,6.7,"$533,579"
2430,3106,Room 237,"$259,765","Animation, Action, Sci-Fi",tt2085910,102.0,6.2,"$367,406"
2431,3107,Wakefield,"$259,412",Drama,tt5195412,106.0,6.3,"$798,214"
2432,3108,Phil Ochs: There But for Fortune,"$259,362","Drama, Romance",tt1597089,96.0,7.6,"$263,723"
2433,3109,Mobile Suit Gundam Narrative,"$259,224","Documentary, History, Music",tt9497146,88.0,7.2,"$6,126,259"
2434,3110,Great Expectations,"$258,656","Crime, Drama, Thriller",tt1836808,128.0,6.4,"$6,202,879"
2435,3112,Passione,"$258,222","Drama, Music",tt1407085,90.0,7.0,"$707,460"
2436,3113,"I, Daniel Blake","$258,168","Drama, Mystery, Thriller",tt5168192,100.0,7.9,"$15,793,051"
2437,3114,Blue Ruin,"$258,113","Documentary, Biography",tt2359024,90.0,7.1,"$993,313"
2438,3115,The Music Never Stopped,"$258,077","Comedy, Drama",tt1613062,105.0,7.6,"$258,223"
2439,3116,Three,"$258,066",Documentary,tt1840960,87.0,6.7,"$391,957"
2440,3120,The Green Prince,"$257,779","Horror, Musical",tt2304915,101.0,7.2,"$339,208"
2441,3121,Back to Burgundy,"$257,610","Biography, Drama",tt5247704,113.0,6.9,"$11,625,884"
2442,3122,The King,"$257,372",Documentary,tt2061729,75.0,8.9,"$273,601"
2443,3127,Jean-Michel Basquiat: The Radiant Child,"$256,242","Comedy, Drama",tt1568335,88.0,7.8,"$256,242"
2444,3129,Her Smell,"$255,599","Biography, Drama, Horror",tt7942742,134.0,6.2,"$260,481"
2445,3130,Boy,"$255,179","Drama, Thriller",tt1560139,87.0,7.5,"$43,551,154"
2446,3134,Lords of Chaos,"$253,184","Crime, Mystery, Thriller",tt4669296,118.0,6.5,"$365,353"
2447,3135,Night Moves,"$252,903","Drama, Fantasy, Horror",tt2043933,112.0,6.0,"$858,513"
2448,3136,The Fortress,"$252,895",Comedy,tt7160176,140.0,6.8,"$28,645,448"
2449,3137,London Fields,"$252,676","Drama, Thriller",tt1273221,118.0,4.3,"$487,420"
2450,3138,Trollhunter,"$252,652",Comedy,tt1740707,103.0,7.0,"$5,341,098"
2451,3140,Canal Street,"$251,917","Action, History, War",tt6183104,89.0,7.1,"$251,917"
2452,3141,Lola Versus,"$251,913","Drama, Thriller",tt1710417,87.0,5.5,"$455,754"
2453,3142,Meeting Gorbachev,"$251,627",Drama,tt8811382,90.0,7.1,"$319,230"
2454,3143,War of the Arrows,"$251,200",Drama,tt2025526,122.0,7.2,"$50,587,661"
2455,3144,Gook,"$250,130",Drama,tt6057032,94.0,7.1,"$251,541"
2456,3146,Batti Gul Meter Chalu,"$249,539","Crime, Drama",tt7720922,161.0,6.3,"$635,869"
2457,3147,Dean,"$248,849","Drama, Mystery, Romance",tt3914332,94.0,6.2,"$254,536"
2458,3148,The Attacks of 26/11,"$248,346","Documentary, Drama",tt2635622,116.0,6.8,"$248,346"
2459,3149,Dheepan,"$247,597","Documentary, Biography, Crime",tt4082068,115.0,7.2,"$5,562,575"
2460,3151,Life in a Day,"$247,215",Documentary,tt1687247,95.0,7.7,"$607,169"
2461,3152,The Galapagos Affair: Satan Came to Eden,"$247,159","Documentary, Comedy, Drama",tt2960450,120.0,6.8,"$247,159"
2462,3153,Keep the Lights On,"$245,138",Action,tt2011953,101.0,6.3,"$388,331"
2463,3154,The Waiting Room,"$244,092",Drama,tt1618399,81.0,7.1,"$244,951"
2464,3157,"Life, Animated","$244,031","Adventure, Drama, Thriller",tt3917210,92.0,7.5,"$342,664"
2465,3160,Mountain,"$243,077","Action, Crime",tt4907864,105.0,6.2,"$2,129,889"
2466,3163,Oasis: Supersonic,"$242,867","Documentary, Biography, Family",tt5213534,122.0,7.9,"$1,478,119"
2467,3164,No Problem,"$242,116",Drama,tt1431122,139.0,4.2,"$654,369"
2468,3165,The Swindlers,"$241,916","Comedy, Drama, Mystery",tt7243686,117.0,6.4,"$29,721,916"
2469,3166,My Perestroika,"$241,875",Biography,tt1557720,88.0,7.2,"$242,707"
2470,3167,Shamitabh,"$241,720",Drama,tt3836958,155.0,6.8,"$331,821"
2471,3168,The Family Fang,"$240,067",Music,tt2097331,105.0,6.1,"$649,555"
2472,3169,Spirit of the Game,"$239,565","Biography, Crime, Drama",tt4947738,98.0,5.0,"$222,565"
2473,3170,Crown Heights,"$238,558","Comedy, Drama, Music",tt3268340,94.0,6.4,"$238,558"
2474,3171,California Typewriter,"$238,000",Documentary,tt5966990,103.0,7.2,"$218,563"
2475,3172,Generation Wealth,"$237,709","Adventure, Drama, Romance",tt5268348,105.0,6.4,"$287,709"
2476,3173,Band Aid,"$237,535",Drama,tt5816374,91.0,6.6,"$248,370"
2477,3174,Gerhard Richter Painting,"$237,491","Drama, Mystery",tt1982113,97.0,7.2,"$713,188"
2478,3175,Monsters,"$237,301","Action, Drama, Thriller",tt1470827,94.0,6.4,"$5,060,438"
2479,3177,Skate Kitchen,"$236,799","Drama, Romance",tt7545566,106.0,6.8,"$287,307"
2480,3178,American Woman,"$236,637","Comedy, Fantasy, Music",tt4465572,111.0,6.5,"$245,416"
2481,3180,Romeo Akbar Walter,"$236,299",Drama,tt8550208,141.0,6.7,"$688,719"
2482,3181,Hamari Adhuri Kahani,"$235,361","Drama, Romance",tt3483612,129.0,6.7,"$498,774"
2483,3182,Miss Granny,"$234,573","Animation, Action, Adventure",tt3516378,124.0,7.3,"$59,396,311"
2484,3185,Trishna,"$234,432","Drama, Mystery, Thriller",tt1836987,117.0,6.0,"$967,672"
2485,3186,Love,"$234,159","Crime, Romance, Thriller",tt1541874,84.0,5.6,"$861,057"
2486,3190,Kingsglaive: Final Fantasy XV,"$233,569","Drama, War",tt5595168,110.0,6.8,"$5,725,482"
2487,3191,The Invitation,"$231,703","Documentary, Biography, Music",tt2400463,100.0,6.7,"$354,835"
2488,3193,Diplomacy,"$230,880",Documentary,tt3129564,84.0,7.1,"$4,207,242"
2489,3194,A Place at the Table,"$230,522",Documentary,tt1736049,84.0,6.9,"$231,378"
2490,3195,Gainsbourg: A Heroic Life,"$230,311","Animation, Action, Comedy",tt1329457,135.0,6.9,"$12,220,456"
2491,3197,El Bulli: Cooking in Progress,"$230,188","Action, Adventure, Biography",tt1696535,108.0,6.3,"$343,116"
2492,3198,Slow West,"$229,094","Crime, Drama, Family",tt3205376,84.0,6.9,"$1,295,574"
2493,3199,The Love Witch,"$228,894","Drama, Thriller",tt3908142,120.0,6.2,"$246,218"
2494,3201,Jeremiah Tower: The Last Magnificent,"$227,122","Documentary, Music",tt5163286,103.0,6.5,"$228,153"
2495,3202,Mine 9,"$226,421","Drama, Music",tt3517870,83.0,8.3,"$226,421"
2496,3203,American Satan,"$226,233","Comedy, Horror",tt5451690,111.0,5.5,"$237,708"
2497,3204,Rumble: The Indians Who Rocked The World,"$226,006","Action, Drama",tt6333080,103.0,7.8,"$226,006"
2498,3206,Tucker and Dale vs Evil,"$223,838",Comedy,tt1465522,89.0,7.6,"$5,224,938"
2499,3207,Singh Saab the Great,"$223,660","Comedy, Drama, Romance",tt2437954,134.0,5.8,"$388,622"
2500,3208,Brittany Runs a Marathon,"$223,187","Comedy, Drama, Family",tt7671064,103.0,6.1,"$7,442,106"
2501,3209,Dr. Cabbie,"$223,003","Comedy, Drama, Fantasy",tt2831404,101.0,6.1,"$225,490"
2502,3210,Pyaar Ka Punchnama 2,"$222,856",Drama,tt4430136,137.0,7.3,"$12,983,721"
2503,3212,Swing Kids,"$222,001","Comedy, Drama, Fantasy",tt7046974,133.0,7.5,"$10,397,408"
2504,3213,Like Someone in Love,"$221,390",Documentary,tt1843287,109.0,7.0,"$562,878"
2505,3214,Little Pink House,"$220,948",Documentary,tt3863632,98.0,6.5,"$220,948"
2506,3215,The Zero Theorem,"$219,438","Action, Thriller",tt2333804,107.0,6.1,"$1,428,362"
2507,3216,Brooklyn Castle,"$219,407",Documentary,tt1800266,101.0,7.3,"$219,407"
2508,3217,Raise Hell: The Life & Times of Molly Ivins,"$219,373","Action, Adventure, Comedy",tt9129296,93.0,8.4,"$694,410"
2509,3218,The Suspect,"$218,693","Comedy, Drama",tt2073121,98.0,5.7,"$28,674,130"
2510,3220,The Summit,"$218,454","Drama, Mystery, Romance",tt2251541,95.0,6.6,"$277,651"
2511,3224,Railroad Tigers,"$218,044","Action, Adventure, Crime",tt4687848,124.0,5.9,"$102,205,175"
2512,3225,Getting Grace,"$217,812","Action, Crime, Drama",tt5711672,112.0,7.3,"$217,812"
2513,3226,All I See Is You,"$217,644","Documentary, Crime, Drama",tt4486986,109.0,5.4,"$678,150"
2514,3227,The Adventurers,"$216,556","Animation, Biography, Drama",tt5866930,140.0,5.6,"$36,796,816"
2515,3228,"The Gangster, the Cop, the Devil","$216,494","Comedy, Drama, Romance",tt10208198,109.0,6.8,"$25,775,371"
2516,3229,Into the Abyss,"$216,262",Documentary,tt1972663,107.0,7.3,"$393,714"
2517,3230,Miss Hokusai,"$216,202","Crime, Drama, Thriller",tt3689910,93.0,6.7,"$377,702"
2518,3231,Happythankyoumoreplease,"$215,576","Documentary, Music",tt1481572,100.0,6.8,"$853,862"
2519,3232,Art and Craft,"$215,300",Drama,tt3654964,89.0,7.1,"$235,037"
2520,3233,The Killer Inside Me,"$214,966","Comedy, Drama",tt0954947,109.0,6.1,"$4,050,140"
2521,3234,Neil Young Journeys,"$214,588","Documentary, Biography, Music",tt2043931,87.0,6.5,"$221,082"
2522,3242,Supermensch: The Legend of Shep Gordon,"$212,701",Drama,tt3074780,85.0,7.4,"$220,065"
2523,3243,Big Sonia,"$212,471","Action, Thriller",tt3531176,93.0,7.5,"$212,471"
2524,3244,Naam Hai Akira,"$212,285","Action, Adventure, Drama",tt5465370,137.0,5.9,"$4,108,063"
2525,3245,Chocolate City,"$212,223","Biography, Comedy",tt3481000,91.0,3.9,"$212,662"
2526,3246,Thaandavam,"$212,145",Documentary,tt2271641,160.0,6.1,"$213,476"
2527,3247,Dark Money,"$210,996","Adventure, Drama",tt6633182,99.0,7.1,"$217,932"
2528,3248,Have It All -The Movie,"$210,985",Comedy,tt8803596,90.0,7.8,"$197,142"
2529,3249,The House I Live In,"$210,752","Comedy, Romance",tt2125653,108.0,7.9,"$219,159"
2530,3250,My Uncle Rafael,"$210,156","Comedy, Drama",tt1604589,102.0,5.8,"$243,616"
2531,3251,"Faith, Hope & Love","$209,742","Drama, Musical",tt8310924,106.0,6.4,"$210,091"
2532,3252,Truman,"$208,799","Action, Drama, Thriller",tt3754940,108.0,7.3,"$9,027,600"
2533,3253,Ho Mann Jahaan,"$208,611","Action, Crime",tt5200814,170.0,7.2,"$281,926"
2534,3254,The Prison,"$207,167","Action, Biography, Drama",tt6589464,125.0,6.6,"$21,205,329"
2535,3255,The Guilty,"$207,140","Comedy, Drama",tt6742252,85.0,7.5,"$4,598,051"
2536,3256,Rob the Mob,"$206,909","Drama, History, Romance",tt2481480,104.0,6.3,"$209,613"
2537,3257,Ip Man 2,"$205,675","Drama, Family, Fantasy",tt1386932,108.0,7.6,"$15,061,802"
2538,3258,Prince Avalanche,"$204,951",Drama,tt2195548,94.0,6.4,"$442,313"
