,Movie Title,Gross Revenue (USD),Genre
1566,Fading Gigolo,"$3,763,973",Comedy
1567,Anomalisa,"$3,759,286","Animation, Comedy, Drama"
1568,Friend Request,"$3,759,046","Horror, Mystery, Thriller"
1569,Default,"$3,750,000","Action, Thriller"
1570,The Cold Light of Day,"$3,749,061","Action, Adventure, Thriller"
1571,A Monster Calls,"$3,730,982","Adventure, Drama, Family"
1572,Midnight Special,"$3,707,794","Drama, Mystery, Sci-Fi"
1573,Ben Is Back,"$3,703,184",Drama
1574,Ne Zha,"$3,695,533","Animation, Action, Adventure"
1575,Don 2,"$3,680,306","Action, Crime, Thriller"
1576,Gosnell: The Trial of America's Biggest Serial Killer,"$3,679,893","Crime, Drama"
1577,Rules Don't Apply,"$3,647,836","Comedy, Drama, Romance"
1578,Burn the Stage: The Movie,"$3,636,203","Documentary, Music"
1579,Scouts Guide to the Zombie Apocalypse,"$3,635,292","Action, Comedy, Horror"
1580,Spare Parts,"$3,610,933",Drama
1581,Table 19,"$3,606,977","Comedy, Drama, Romance"
1582,Mission Mangal,"$3,602,774","Drama, History"
1583,A la mala,"$3,599,835",Comedy
1584,Phoenix Forgotten,"$3,599,570","Horror, Mystery, Sci-Fi"
1585,Their Finest,"$3,595,841","Comedy, Drama, Romance"
1586,Calvary,"$3,593,460","Comedy, Drama"
1587,We Are Your Friends,"$3,590,010","Drama, Music, Romance"
1588,Wish I Was Here,"$3,588,432","Comedy, Drama"
1589,The Runaways,"$3,571,735","Biography, Drama, Music"
1590,Bharath Ane Nenu,"$3,550,000","Action, Drama"
1591,The Oscar Nominated Short Films 2019: Documentary,"$3,531,094",Documentary
1592,Pina,"$3,524,826","Documentary, Music"
1593,Indivisible,"$3,511,417","Drama, War"
1594,Rangasthalam 1985,"$3,510,000","Action, Drama"
1595,BTS World Tour: Love Yourself in Seoul,"$3,509,917","Documentary, Music"
1596,The Oscar Nominated Short Films 2018: Live Action,"$3,508,777","Action, Drama"
1597,East Side Sushi,"$3,500,000",Drama
1598,Chhalawa,"$3,500,000","Comedy, Drama, Family"
1599,An Inconvenient Sequel: Truth to Power,"$3,496,795",Documentary
1600,Mommy,"$3,492,754",Drama
1601,The Beach Bum,"$3,487,204",Comedy
1602,Disobedience,"$3,480,702","Drama, Romance"
1603,What If,"$3,452,117","Comedy, Romance"
1604,Til Death Do Us Part,"$3,449,703",Thriller
1605,First Reformed,"$3,448,256","Drama, Mystery, Thriller"
1606,The To Do List,"$3,447,339","Comedy, Romance"
1607,Learning to Drive,"$3,446,820","Comedy, Drama, Romance"
1608,"Juliet, Naked","$3,444,895","Comedy, Drama, Music"
1609,Miss Sloane,"$3,439,171","Drama, Thriller"
1610,Bad Samaritan,"$3,435,047","Crime, Horror, Thriller"
1611,Killer Priest,"$3,421,000",Drama
1612,Metallica Through the Never,"$3,419,967",Music
1613,Like Crazy,"$3,413,908","Drama, Romance"
1614,The Grand Seduction,"$3,408,966",Comedy
1615,Indignation,"$3,399,841","Drama, Romance"
1616,Nitro Circus: The Movie,"$3,376,905","Documentary, Action, Comedy"
1617,Everybody Wants Some!!,"$3,369,431",Comedy
1618,A Man Called Ove,"$3,358,518","Comedy, Drama, Romance"
1619,Maggie's Plan,"$3,351,230","Comedy, Drama, Romance"
1620,Emperor,"$3,345,315","Drama, History, War"
1621,Echo in the Canyon,"$3,334,977","Documentary, Music"
1622,Atlas Shrugged II: The Strike,"$3,333,823","Drama, Mystery, Sci-Fi"
1623,What We Do in the Shadows,"$3,333,000","Comedy, Horror"
1624,Robot & Frank,"$3,325,638","Comedy, Crime, Drama"
1625,Veronica Mars,"$3,319,109","Crime, Drama, Mystery"
1626,Shoplifters,"$3,313,513","Crime, Drama"
1627,Last Ounce of Courage,"$3,310,439","Drama, War"
1628,Stand Up Guys,"$3,301,046","Comedy, Crime, Thriller"
1629,Exit Through the Gift Shop,"$3,291,250","Documentary, Comedy, Crime"
1630,Raees,"$3,262,954","Action, Crime, Drama"
1631,The Fifth Estate,"$3,254,172","Biography, Crime, Drama"
1632,Treehouse,"$3,250,000","Horror, Mystery, Thriller"
1633,You Will Meet a Tall Dark Stranger,"$3,247,816","Comedy, Drama, Romance"
1634,Sing Street,"$3,237,118","Comedy, Drama, Music"
1635,Catfish,"$3,234,373","Documentary, Drama, Mystery"
1636,The Mermaid,"$3,232,685","Comedy, Drama, Fantasy"
1637,The Leisure Seeker,"$3,226,443","Adventure, Comedy, Drama"
1638,Green Room,"$3,219,029","Horror, Music, Thriller"
1639,Another Year,"$3,205,706","Comedy, Drama"
1640,7 Days in Entebbe,"$3,189,220","Action, Drama, History"
1641,The Skin I Live In,"$3,185,812","Drama, Horror, Thriller"
1642,The Eagle Huntress,"$3,169,211","Documentary, Adventure, Sport"
1643,Phoenix,"$3,166,858","Short, Sci-Fi"
1644,Our Kind of Traitor,"$3,152,725","Crime, Drama, Thriller"
1645,The Sisters Brothers,"$3,143,056","Crime, Drama, Western"
1646,Sgt. Stubby: An American Hero,"$3,140,677","Animation, Adventure, Family"
1647,Rosewater,"$3,128,941","Biography, Drama"
1648,Obvious Child,"$3,122,616","Comedy, Drama, Romance"
1649,Zindagi Na Milegi Dobara,"$3,108,485","Comedy, Drama"
1650,Relatos salvajes,"$3,107,072","Comedy, Drama, Thriller"
1651,Compadres,"$3,105,269","Action, Comedy, Crime"
1652,Celeste & Jesse Forever,"$3,094,687","Comedy, Drama, Romance"
1653,Ladrones,"$3,058,367",Comedy
1654,Passage to Mars,"$3,053,000",Adventure
1655,Jab Tak Hai Jaan,"$3,047,539","Drama, Romance"
1656,Melancholia,"$3,029,870","Drama, Sci-Fi"
1657,Whitney,"$3,026,351","Documentary, Biography, Music"
1658,Ingrid Goes West,"$3,024,308","Comedy, Drama"
1659,Colossal,"$3,021,345","Comedy, Drama, Fantasy"
1660,From Prada to Nada,"$3,016,244","Comedy, Drama, Romance"
1661,Albert Nobbs,"$3,014,696","Drama, Romance"
1662,Maiden,"$3,008,927","Documentary, Sport"
1663,The End of the Tour,"$2,993,669","Biography, Drama"
1664,The Other Side of the Door,"$2,987,063",Horror
1665,Rock the Kasbah,"$2,982,281","Comedy, Music, War"
1666,Martha Marcy May Marlene,"$2,981,638","Drama, Mystery, Thriller"
1667,Bharat,"$2,971,549","Action, Comedy, Drama"
1668,Before I Go to Sleep,"$2,963,012","Drama, Horror, Mystery"
1669,In a World...,"$2,962,542",Comedy
1670,Anthropoid,"$2,959,288","Action, Biography, Drama"
1671,The Beatles: Eight Days a Week - The Touring Years,"$2,930,414","Documentary, Music"
1672,Joan Rivers: A Piece of Work,"$2,927,972","Documentary, Biography, Comedy"
1673,Pandas,"$2,892,597",Documentary
1674,The Trip to Italy,"$2,873,758","Comedy, Drama"
1675,Home Run,"$2,859,955","Drama, Sport"
1676,American Animals,"$2,856,954","Documentary, Biography, Crime"
1677,The Great Beauty,"$2,852,400",Drama
1678,Letters to God,"$2,848,578","Drama, Family"
1679,God Bless the Broken Road,"$2,846,257","Drama, Family, Romance"
1680,Kedi,"$2,834,262",Documentary
1681,The Oscar Nominated Short Films 2017: Animation,"$2,833,441",Animation
1682,Filly Brown,"$2,833,383","Drama, Music"
1683,Thoroughbreds,"$2,830,775","Crime, Drama, Thriller"
1684,The Fluffy Movie: Unity Through Laughter,"$2,827,393","Documentary, Comedy"
1685,The Identical,"$2,817,092","Drama, Music"
1686,The Oscar Nominated Short Films 2016: Animation,"$2,816,816",Animation
1687,The Oscar Nominated Short Films 2016: Live Action,"$2,812,088",Drama
1688,Barfi!,"$2,804,874","Comedy, Drama, Romance"
1689,Citizenfour,"$2,800,870","Documentary, Biography, News"
1690,Saving Christmas,"$2,783,970","Comedy, Family"
1691,La boda de Valentina,"$2,783,739","Comedy, Romance"
1692,The Pyramid,"$2,756,333","Action, Adventure, Horror"
1693,Kalank,"$2,729,336","Drama, Romance"
1694,Wolf Warrior 2,"$2,721,100","Action, Drama, Thriller"
1695,The Good Lie,"$2,716,989","Biography, Drama"
1696,Everything Must Go,"$2,711,210",Drama
1697,Talaash,"$2,706,375","Crime, Drama, Mystery"
1698,The Way Back,"$2,701,859","Adventure, Drama, History"
1699,Youth,"$2,698,509","Comedy, Drama, Music"
1700,Is Genesis History?,"$2,694,781",Documentary
1701,Yip Man 3,"$2,679,437","Action, Biography, Drama"
1702,My Cousin Rachel,"$2,676,077","Drama, Mystery, Romance"
1703,Goliyon Ki Rasleela Ram-Leela,"$2,674,134","Drama, Musical, Romance"
1704,Samsara,"$2,672,413","Documentary, Music"
1705,Everybody Knows,"$2,660,165","Crime, Drama, Mystery"
1706,Chi-Raq,"$2,647,377","Comedy, Crime, Drama"
1707,He Named Me Malala,"$2,642,899",Documentary
1708,Saaho,"$2,626,284","Action, Thriller"
1709,The Raid 2,"$2,625,803","Action, Crime, Thriller"
1710,Miles Ahead,"$2,610,719","Biography, Drama, Music"
1711,Kapoor & Sons,"$2,607,036","Comedy, Drama, Romance"
1712,Under the Skin,"$2,605,039","Drama, Horror, Sci-Fi"
1713,Girl in Progress,"$2,594,878","Comedy, Drama"
1714,Qué León,"$2,593,029","Comedy, Romance"
1715,N-Secure,"$2,592,808","Crime, Drama, Thriller"
1716,The Admiral,"$2,589,811","Action, Drama, History"
1717,A Question of Faith,"$2,587,072",Drama
1718,Captive,"$2,557,668","Action, Crime, Drama"
1719,Dragon Ball Z: Doragon bôru Z - Kami to Kami,"$2,553,002","Animation, Action, Adventure"
1720,Jiro Dreams of Sushi,"$2,550,508",Documentary
1721,Carnage,"$2,547,047","Comedy, Drama"
1722,Bang Bang,"$2,546,172","Action, Adventure, Comedy"
1723,Truth,"$2,541,554","Biography, Drama, History"
1724,Ruby Sparks,"$2,540,106","Comedy, Drama, Fantasy"
1725,Do It Like An Hombre,"$2,534,252",Comedy
1726,You Were Never Really Here,"$2,523,610","Crime, Drama, Mystery"
1727,Fearless 2,"$2,519,190","Action, Comedy"
1728,Ra.One,"$2,511,689","Action, Adventure, Sci-Fi"
1729,Grace Unplugged,"$2,507,106","Drama, Music"
1730,Fork,"$2,500,000","Action, Drama"
1731,Suspiria,"$2,474,044","Fantasy, Horror, Mystery"
1732,LBJ,"$2,470,979","Biography, Drama, History"
1733,Mistress America,"$2,461,121","Comedy, Drama"
1734,Kick,"$2,461,031","Action, Comedy"
1735,Restless Virgins,"$2,454,000","Biography, Drama"
1736,Kill the Messenger,"$2,450,846","Biography, Crime, Drama"
1737,The Sapphires,"$2,448,455","Biography, Comedy, Drama"
1738,Pawn Sacrifice,"$2,436,062","Biography, Drama, Sport"
1739,Never Let Me Go,"$2,434,652","Drama, Romance, Sci-Fi"
1740,The Homesman,"$2,428,883","Drama, Western"
1741,The Grace Card,"$2,428,241",Drama
1742,Tulip Fever,"$2,425,664","Drama, History, Romance"
1743,The Rider,"$2,419,031","Drama, Western"
1744,Mary and the Witch's Flower,"$2,418,404","Animation, Adventure, Family"
1745,The Gatekeepers,"$2,415,727","Documentary, History, War"
1746,The Disappointments Room,"$2,411,580","Drama, Horror, Thriller"
1747,The Art of Self-Defense,"$2,410,914","Comedy, Crime, Drama"
1748,Arctic,"$2,410,795","Adventure, Drama"
1749,The Oscar Nominated Short Films 2015: Animation,"$2,408,451",Animation
1750,The Salesman,"$2,402,067","Drama, Thriller"
1751,T2 Trainspotting,"$2,402,004",Drama
1752,Pokémon the Movie: I Choose You!,"$2,401,722","Animation, Action, Adventure"
1753,The Queen of Versailles,"$2,401,652",Documentary
1754,Hearts Beat Loud,"$2,386,251","Comedy, Drama, Music"
1755,I'm in Love with a Church Girl,"$2,380,405","Crime, Drama, Romance"
1756,Hillsong: Let Hope Rise,"$2,379,745","Documentary, Family, Music"
1757,"My People, My Country","$2,356,683","Drama, History"
1758,Ek Tha Tiger,"$2,347,774","Action, Romance, Thriller"
1759,No,"$2,343,664",Drama
1760,1991,"$2,341,391",Comedy
1761,Papillon,"$2,335,896","Adventure, Biography, Crime"
1762,Meru,"$2,332,127","Documentary, Sport"
1763,Bucky Larson: Born to Be a Star,"$2,331,318",Comedy
1764,Trance,"$2,319,187","Crime, Drama, Mystery"
1765,WARx2,"$2,310,625",Documentary
1766,Gukjesijang,"$2,300,121","Drama, War"
1767,Medicine Bow,"$2,300,000","Drama, Western"
1768,At Eternity's Gate,"$2,294,915","Biography, Drama"
1769,The Killing of a Sacred Deer,"$2,291,901","Drama, Horror, Mystery"
1770,Renoir,"$2,291,047","Biography, Drama, History"
1771,Collide,"$2,280,004","Action, Crime, Thriller"
1772,The Resurrection of Gavin Stone,"$2,277,776","Comedy, Drama, Family"
1773,Super 30,"$2,269,878","Biography, Drama"
1774,The East,"$2,268,296","Adventure, Drama, Thriller"
1775,Sleepwalk with Me,"$2,263,436",Comedy
1776,A Aa,"$2,256,403","Comedy, Romance"
1777,Love Is Strange,"$2,252,580","Drama, Romance"
1778,My All-American,"$2,246,000","Biography, Drama, Sport"
1779,Tod@s Caen,"$2,238,503",Comedy
1780,Jeepers Creepers III,"$2,235,162","Action, Horror, Mystery"
1781,L'illusionniste,"$2,231,474","Animation, Drama, Family"
1782,Rabbit Hole,"$2,229,058",Drama
1783,Seline,"$2,228,000","Short, Drama"
1784,Le Week-End,"$2,223,380","Comedy, Drama, Romance"
1785,2 States,"$2,221,675","Comedy, Drama, Romance"
1786,The Christmas Candle,"$2,209,479","Drama, Family"
1787,Gustavo Goulart: Isso me atormenta!,"$2,200,548",Comedy
1788,Blue Is the Warmest Colour,"$2,199,675","Drama, Romance"
1789,The Lovers,"$2,194,521","Comedy, Drama, Romance"
1790,Oldboy,"$2,193,658","Action, Drama, Mystery"
1791,Krrish 3,"$2,191,343","Action, Sci-Fi"
1792,Jem and the Holograms,"$2,184,640","Adventure, Drama, Family"
1793,The Fall of the American Empire,"$2,178,460","Comedy, Crime"
1794,Total Dhamaal,"$2,167,632","Action, Adventure, Comedy"
1795,Words and Pictures,"$2,166,206","Comedy, Drama, Romance"
1796,Austenland,"$2,151,202","Comedy, Romance"
1797,Un Padre No Tan Padre,"$2,145,468",Comedy
1798,The Oscar Nominated Short Films 2013: Live Action,"$2,142,342",Drama
1799,Inocente,"$2,142,342","Documentary, Short, Biography"
1800,Paterson,"$2,141,423","Comedy, Drama, Romance"
1801,The Saratov Approach,"$2,137,705","Action, Drama, Thriller"
1802,The Oscar Nominated Short Films 2013: Animation,"$2,134,206",Animation
1803,Brad's Status,"$2,133,158","Comedy, Drama, Music"
1804,Train to Busan,"$2,129,768","Action, Horror, Thriller"
1805,Gloria,"$2,106,556","Comedy, Drama, Romance"
1806,I'm Not Ashamed,"$2,080,932","Biography, Drama"
1807,Blackfish,"$2,073,582","Documentary, News"
1808,Rust and Bone,"$2,061,449","Drama, Romance"
1809,Puzzle,"$2,032,018",Drama
1810,Good Time,"$2,026,499","Crime, Drama, Thriller"
1811,The Dressmaker,"$2,021,399","Comedy, Drama"
1812,A Fantastic Woman,"$2,020,988",Drama
1813,The Trip,"$2,014,922","Comedy, Drama"
1814,The Immigrant,"$2,013,456","Drama, Romance"
1815,Monsieur Lazhar,"$2,009,517","Comedy, Drama"
1816,Footnote,"$2,007,758","Comedy, Drama"
1817,The Handmaiden,"$2,006,788","Drama, Romance, Thriller"
1818,The Front Runner,"$2,000,105","Biography, Drama, History"
1819,Life Happens,"$2,000,000",Comedy
1820,Badrinath Ki Dulhania,"$1,988,441","Comedy, Drama, Romance"
1821,Killer Joe,"$1,987,762","Crime, Drama, Thriller"
1822,Greater,"$1,987,603","Biography, Family, Sport"
1823,Detective Chinatown 2,"$1,983,984","Action, Comedy, Mystery"
1824,A Bigger Splash,"$1,982,505","Drama, Thriller"
1825,Agneepath,"$1,981,605","Action, Drama"
1826,Spectacle,"$1,980,235","Comedy, Drama, Romance"
1827,Demolition,"$1,978,592","Comedy, Drama"
1828,Assassination Nation,"$1,959,204","Action, Comedy, Crime"
1829,Indian Horse,"$1,946,741",Drama
1830,The Iceman,"$1,939,441","Biography, Crime, Drama"
1831,Old Fashioned,"$1,914,090","Drama, Romance"
1832,Everybody Loves Somebody,"$1,910,685","Comedy, Romance"
1833,Along With the Gods: The Two Worlds,"$1,908,823","Action, Drama, Fantasy"
1834,Shin Godzilla,"$1,908,028","Action, Adventure, Drama"
1835,Amsal,"$1,904,682","Action, Drama, Thriller"
1836,Youth,"$1,891,956","Drama, Romance, War"
1837,Only Lovers Left Alive,"$1,879,534","Comedy, Drama, Fantasy"
1838,Racetime,"$1,874,783","Animation, Adventure, Musical"
1839,Cake,"$1,873,547",Drama
1840,Legend,"$1,872,994","Biography, Crime, Drama"
1841,A Quiet Passion,"$1,864,266","Biography, Drama"
1842,Toilet: A Love Story,"$1,830,715","Comedy, Drama"
1843,Crooked Arrows,"$1,830,475","Drama, Sport"
1844,Desierto,"$1,828,933","Drama, Thriller"
1845,The White Crow,"$1,828,784","Biography, Drama"
1846,Pope Francis: A Man of His Word,"$1,823,465","Documentary, Biography"
1847,Testament of Youth,"$1,822,030","Biography, Drama, History"
1848,Tusk,"$1,821,983","Comedy, Drama, Horror"
1849,Clouds of Sils Maria,"$1,811,138",Drama
1850,The Wall,"$1,803,009","Action, Drama, Thriller"
1851,Tender Embers,"$1,800,000","Drama, History"
1852,Hysteria,"$1,800,000","Biography, Comedy, Romance"
1853,Free Fire,"$1,798,472","Action, Comedy, Crime"
1854,Stone,"$1,796,024","Drama, Thriller"
1855,M.S. Dhoni: The Untold Story,"$1,782,795","Biography, Drama, Sport"
1856,The Last Word,"$1,782,667","Comedy, Drama"
1857,Luce,"$1,782,181","Drama, Mystery"
1858,Saul fia,"$1,777,043","Drama, War"
1859,Lemale et ha'halal,"$1,774,639","Drama, Romance"
1860,Somewhere,"$1,768,416","Comedy, Drama"
1861,A Better Life,"$1,759,252","Drama, Romance"
1862,Flipped,"$1,752,214","Comedy, Drama, Romance"
1863,We Need to Talk About Kevin,"$1,738,692","Drama, Mystery, Thriller"
1864,Goodbye Christopher Robin,"$1,735,251","Biography, Drama"
1865,Take Shelter,"$1,729,969","Drama, Horror, Thriller"
1866,Jane,"$1,723,379","Documentary, Biography"
1867,The Other Side of Heaven 2: Fire of Faith,"$1,722,754","Adventure, Biography, Drama"
1868,Busco novio para mi mujer,"$1,721,707",Comedy
1869,La passion d'Augustine,"$1,721,676",Drama
1870,Billy Lynn's Long Halftime Walk,"$1,721,524","Action, Drama, Sport"
1871,The Attack,"$1,714,710","Drama, Mystery, War"
1872,The Vatican Tapes,"$1,712,111","Horror, Thriller"
1873,Menashe,"$1,703,036",Drama
1874,Stoker,"$1,702,277","Drama, Thriller"
1875,Unfinished Song,"$1,697,294","Comedy, Drama, Music"
1876,Meet the Patels,"$1,691,439","Documentary, Comedy, Romance"
1877,Race 3,"$1,690,861","Action, Thriller"
1878,Slamma Jamma,"$1,687,000","Drama, Sport"
1879,English Vinglish,"$1,670,773","Comedy, Drama, Family"
1880,Pad Man,"$1,662,927","Comedy, Drama"
1881,Tim's Vermeer,"$1,662,566","Documentary, History"
1882,Capharnaüm,"$1,661,096",Drama
1883,The Comedian,"$1,658,706","Comedy, Drama"
1884,Astérix: Le domaine des dieux,"$1,656,287","Animation, Adventure, Comedy"
1885,The Little Hours,"$1,647,175","Comedy, Romance"
1886,The Letters,"$1,646,574",Drama
1887,I Saw the Light,"$1,646,468","Biography, Drama, Music"
1888,Wild Rose,"$1,635,117","Comedy, Drama, Music"
1889,A Private War,"$1,633,208","Biography, Drama, War"
1890,Jolly LLB 2,"$1,632,440","Comedy, Drama"
1891,Den skaldede frisør,"$1,631,306","Comedy, Drama, Romance"
1892,Bhaag Milkha Bhaag,"$1,626,289","Biography, Drama, Sport"
1893,Potiche,"$1,618,844",Comedy
1894,The Aftermath,"$1,618,497","Drama, Romance, War"
1895,Senna,"$1,612,430","Documentary, Biography, Sport"
1896,Weiner,"$1,612,203",Documentary
1897,Equity,"$1,604,101",Drama
1898,Kites,"$1,602,466","Action, Drama, Romance"
1899,Town Bizzness Pt 3,"$1,600,000","Music, Reality-TV"
1900,Stories We Tell,"$1,599,038",Documentary
1901,A Ghost Story,"$1,596,371","Drama, Fantasy, Romance"
1902,Professor Marston & the Wonder Women,"$1,584,759","Biography, Drama"
1903,The Stray,"$1,579,440","Drama, Family"
1904,Race 2,"$1,578,996","Action, Crime, Thriller"
1905,Red Joan,"$1,578,985","Biography, Drama, History"
1906,Your Sister's Sister,"$1,573,712","Comedy, Drama"
1907,I Am,"$1,571,355",Documentary
1908,Oopiri,"$1,567,151","Comedy, Drama"
1909,Extreme Job,"$1,563,508","Action, Comedy, Crime"
1910,Dookudu,"$1,563,466","Action, Comedy"
1911,A Late Quartet,"$1,561,577","Drama, Music"
1912,"Bless Me, Ultima","$1,553,826","Biography, Drama, History"
1913,A Boy Called Po,"$1,550,000","Drama, Fantasy"
1914,A Royal Affair,"$1,546,761","Biography, Drama, History"
1915,Operation Red Sea,"$1,543,547","Action, Drama, Thriller"
1916,Fed Up,"$1,538,899",Documentary
1917,Neerja,"$1,535,234","Biography, Drama, Thriller"
1918,Destroyer,"$1,533,324","Action, Crime, Drama"
1919,Delhi Belly,"$1,531,757","Action, Comedy, Crime"
1920,A Taxi Driver,"$1,527,829","Action, Drama, History"
1921,Kon-Tiki,"$1,517,410","Adventure, Biography, Drama"
1922,Finding Vivian Maier,"$1,514,782","Documentary, Biography, Mystery"
1923,Jane Got a Gun,"$1,512,815","Action, Drama, Western"
1924,Bill Cunningham New York,"$1,510,026","Documentary, Biography, History"
1925,The Kid,"$1,508,593","Biography, Drama, Western"
