,Movie Title,Gross Revenue (USD),Genre,Runtime (min),IMDB Rating
426,Ferdinand,"$84,410,380","Animation, Adventure, Comedy",108.0,6.7
427,"Crazy, Stupid, Love.","$84,351,197","Comedy, Drama, Romance",118.0,7.4
428,Annabelle,"$84,273,813","Horror, Mystery, Thriller",99.0,5.4
429,The Other Woman,"$83,911,193","Comedy, Romance",109.0,6.0
430,Wrath of the Titans,"$83,670,083","Action, Adventure, Fantasy",99.0,5.7
431,Insidious: Chapter 2,"$83,586,447","Horror, Mystery, Thriller",106.0,6.6
432,Battle Los Angeles,"$83,552,429","Action, Sci-Fi",116.0,5.8
433,Immortals,"$83,504,017","Action, Drama, Fantasy",110.0,6.0
434,I Can Only Imagine,"$83,482,352","Biography, Drama, Family",110.0,7.4
435,Penguins of Madagascar,"$83,348,920","Animation, Adventure, Comedy",92.0,6.7
436,Saving Mr. Banks,"$83,301,580","Biography, Comedy, Drama",125.0,7.5
437,Smallfoot,"$83,240,103","Animation, Adventure, Comedy",96.0,6.7
438,Turbo,"$83,028,128","Animation, Adventure, Comedy",96.0,6.4
439,The Descendants,"$82,584,160","Comedy, Drama",115.0,7.3
441,Let's Be Cops,"$82,390,774","Action, Comedy, Crime",104.0,6.4
442,Teenage Mutant Ninja Turtles: Out of the Shadows,"$82,051,601","Action, Adventure, Comedy",112.0,6.0
443,The Post,"$81,903,458","Biography, Drama, History",116.0,7.2
444,Maze Runner: The Scorch Trials,"$81,697,192","Action, Adventure, Sci-Fi",131.0,6.3
445,Unstoppable,"$81,562,942","Action, Thriller",98.0,6.8
453,Ted 2,"$81,476,385",Comedy,115.0,6.3
454,Eat Pray Love,"$80,574,010","Biography, Drama, Romance",133.0,5.8
455,Hustlers,"$80,553,967","Comedy, Crime, Drama",95.0,5.5
457,Zookeeper,"$80,360,843","Comedy, Family, Fantasy",102.0,5.2
458,The Mummy,"$80,101,125","Action, Adventure, Fantasy",110.0,5.5
459,Goosebumps,"$80,080,379","Adventure, Comedy, Family",103.0,6.3
460,Jack Reacher,"$80,070,736","Action, Thriller",130.0,7.0
461,Dear John,"$80,014,842","Drama, Romance, War",108.0,6.3
462,War Horse,"$79,884,879","Action, Adventure, Drama",146.0,7.2
464,Dark Shadows,"$79,727,149","Comedy, Fantasy, Horror",113.0,6.2
465,Limitless,"$79,249,455","Sci-Fi, Thriller",105.0,7.4
468,The Purge: Election Year,"$79,213,375","Action, Horror, Sci-Fi",108.0,6.0
469,Pixels,"$78,747,585","Action, Comedy, Fantasy",100.0,4.6
471,Tower Heist,"$78,046,570","Action, Comedy, Crime",104.0,6.2
472,The Monuments Men,"$78,031,620","Comedy, Drama, History",118.0,6.1
473,The Adventures of Tintin,"$77,591,831","Animation, Action, Adventure",107.0,7.3
474,Night School,"$77,339,130",Comedy,85.0,7.2
476,Parental Guidance,"$77,267,296","Comedy, Family",105.0,6.1
477,The A-Team,"$77,222,099","Action, Adventure, Thriller",117.0,6.8
478,Alice Through the Looking Glass,"$77,042,381","Adventure, Family, Fantasy",113.0,6.2
479,Knight and Day,"$76,423,035","Action, Adventure, Comedy",109.0,6.3
480,Paddington,"$76,271,832","Adventure, Comedy, Family",95.0,7.2
481,Pete's Dragon,"$76,233,151","Action, Adventure, Comedy",102.0,6.7
482,The Intern,"$75,764,672","Comedy, Drama",65.0,5.5
484,Contagion,"$75,658,097","Action, Drama, Thriller",106.0,6.6
485,We Bought a Zoo,"$75,624,550","Comedy, Drama, Family",124.0,7.1
486,2 Guns,"$75,612,460","Action, Comedy, Thriller",109.0,6.7
487,Moneyball,"$75,605,492","Biography, Drama, Sport",133.0,7.6
488,The Hitman's Bodyguard,"$75,468,583","Action, Comedy, Crime",118.0,6.9
489,The Girl on the Train,"$75,395,035","Crime, Drama, Mystery",80.0,4.4
493,Alien: Covenant,"$74,262,031","Horror, Sci-Fi, Thriller",122.0,6.4
494,Jack and Jill,"$74,158,157",Comedy,91.0,3.3
495,Captain Underpants: The First Epic Movie,"$73,921,000","Animation, Action, Comedy",89.0,6.2
496,Hugo,"$73,864,507","Drama, Family, Fantasy",126.0,7.5
498,Yesterday,"$73,286,650","Comedy, Fantasy, Music",116.0,6.3
499,White House Down,"$73,103,784","Action, Drama, Thriller",131.0,6.4
500,John Carter,"$73,078,100","Action, Adventure, Sci-Fi",132.0,6.6
501,Dinner for Schmucks,"$73,026,337",Comedy,114.0,5.9
502,Justin Bieber: Never Say Never,"$73,013,910","Documentary, Music",105.0,1.6
503,Hercules,"$72,688,614","Action, Adventure, Fantasy",98.0,6.0
505,Storks,"$72,679,278","Animation, Adventure, Comedy",87.0,6.8
506,Bridge of Spies,"$72,313,754","Drama, History, Thriller",142.0,7.6
507,Dolphin Tale,"$72,286,779","Drama, Family",113.0,6.9
508,A Bad Moms Christmas,"$72,110,659",Comedy,104.0,5.5
509,10 Cloverfield Lane,"$72,082,998","Drama, Horror, Mystery",103.0,7.2
510,The Purge: Anarchy,"$71,962,800","Action, Horror, Sci-Fi",103.0,6.5
511,Mama,"$71,628,180","Horror, Thriller",50.0,4.5
516,Safe Haven,"$71,349,120","Drama, Romance, Thriller",115.0,6.7
517,Paul Blart: Mall Cop 2,"$71,038,190","Action, Comedy, Crime",94.0,4.4
518,The Smurfs 2,"$71,017,784","Animation, Adventure, Comedy",105.0,5.4
519,No Strings Attached,"$70,662,220","Comedy, Romance",108.0,6.2
520,The Best Man Holiday,"$70,525,195","Comedy, Drama",123.0,6.7
521,The Big Short,"$70,259,870","Biography, Comedy, Drama",130.0,7.8
522,Act of Valor,"$70,012,847","Action, Adventure, Thriller",110.0,6.5
523,The First Purge,"$69,488,745","Action, Horror, Sci-Fi",98.0,5.1
524,Game Night,"$69,179,066","Action, Comedy, Crime",100.0,7.0
525,Good Boys,"$69,056,735","Adventure, Comedy",89.0,6.5
526,Book Club,"$68,566,296","Comedy, Drama, Romance",72.0,6.6
528,Percy Jackson: Sea of Monsters,"$68,559,554","Adventure, Family, Fantasy",106.0,5.8
529,The House with a Clock in Its Walls,"$68,549,695","Comedy, Family, Fantasy",105.0,6.0
530,Skyscraper,"$68,420,120","Action, Adventure, Thriller",102.0,5.8
531,Mr. Popper's Penguins,"$68,224,452","Comedy, Family, Fantasy",94.0,6.0
532,War Room,"$67,790,117",Drama,120.0,6.5
533,Insidious: The Last Key,"$67,745,330","Horror, Mystery, Thriller",103.0,5.7
534,The Tourist,"$67,631,157","Action, Adventure, Crime",103.0,6.0
535,This Is 40,"$67,544,505","Comedy, Romance",134.0,6.2
536,Instant Family,"$67,363,237","Comedy, Drama",118.0,7.4
537,A Good Day to Die Hard,"$67,349,198","Action, Thriller",98.0,5.3
538,Lights Out,"$67,268,835","Drama, Horror, Mystery",,6.6
542,Hacksaw Ridge,"$67,209,615","Biography, Drama, History",139.0,8.1
543,The Bounty Hunter,"$67,061,228","Action, Comedy, Romance",110.0,5.6
545,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","$66,954,149","Comedy, Family",81.0,6.2
546,Contraband,"$66,528,000","Action, Crime, Drama",109.0,6.5
547,Looper,"$66,486,205","Action, Adventure, Crime",113.0,7.4
548,Warm Bodies,"$66,380,662","Comedy, Horror, Romance",98.0,6.9
549,Allegiant,"$66,184,051","Action, Adventure, Mystery",120.0,5.7
550,Magic Mike XXL,"$66,013,057","Comedy, Drama, Music",115.0,5.6
551,Madea's Witness Protection,"$65,653,242","Comedy, Crime, Drama",114.0,5.0
552,Battleship,"$65,422,625","Action, Adventure, Sci-Fi",131.0,5.8
553,The Visit,"$65,206,105","Horror, Mystery, Thriller",90.0,8.3
555,Jack the Giant Slayer,"$65,187,603","Adventure, Fantasy",114.0,6.3
556,Think Like a Man Too,"$65,182,182","Comedy, Romance",106.0,5.8
557,Now You See Me 2,"$65,075,540","Action, Adventure, Comedy",129.0,6.5
558,Exodus: Gods and Kings,"$65,014,513","Action, Drama, Fantasy",150.0,6.0
559,Pitch Perfect,"$65,001,093","Comedy, Music, Romance",112.0,7.2
560,Mirror Mirror,"$64,935,167","Adventure, Comedy, Drama",106.0,5.6
561,Chronicle,"$64,575,175","Drama, Sci-Fi, Thriller",84.0,7.1
562,A Dog's Purpose,"$64,508,620","Adventure, Comedy, Drama",100.0,7.1
563,The Purge,"$64,473,115","Horror, Thriller",85.0,5.7
564,The Wedding Ringer,"$64,460,211",Comedy,101.0,6.7
565,The Nut Job,"$64,251,541","Animation, Adventure, Comedy",85.0,5.7
566,Ice Age: Collision Course,"$64,063,008","Animation, Adventure, Comedy",94.0,5.7
567,Happy Feet Two,"$64,006,466","Animation, Adventure, Comedy",100.0,5.9
568,Diary of a Wimpy Kid,"$64,003,625","Comedy, Drama, Family",94.0,6.2
569,Last Vegas,"$63,914,167","Comedy, Drama",105.0,6.6
570,The Shape of Water,"$63,859,435","Adventure, Drama, Fantasy",123.0,7.3
571,Unknown,"$63,686,397","Action, Mystery, Thriller",113.0,6.9
573,Hope Springs,"$63,536,011","Comedy, Drama, Romance",100.0,6.3
574,The Sorcerer's Apprentice,"$63,150,991","Action, Adventure, Family",109.0,6.1
575,A Nightmare on Elm Street,"$63,075,011","Crime, Drama, Horror",95.0,5.2
576,The Boss,"$63,034,755",Comedy,99.0,5.4
577,The Last Song,"$62,950,384","Drama, Music, Romance",107.0,6.0
578,London Has Fallen,"$62,678,608","Action, Thriller",99.0,5.9
579,Black Mass,"$62,575,678","Biography, Crime, Drama",123.0,6.9
580,The Adjustment Bureau,"$62,495,645","Romance, Sci-Fi, Thriller",106.0,7.1
581,Underworld Awakening,"$62,321,039","Action, Drama, Fantasy",88.0,6.4
582,The Wolfman,"$61,979,680","Drama, Fantasy, Horror",103.0,5.8
583,Ender's Game,"$61,737,191","Action, Adventure, Family",114.0,6.6
584,Miracles from Heaven,"$61,693,523","Biography, Drama, Family",109.0,7.1
585,Deepwater Horizon,"$61,433,527","Action, Drama, History",107.0,7.1
586,Prisoners,"$61,002,302","Crime, Drama, Mystery",153.0,8.1
587,Get Him to the Greek,"$60,974,475","Comedy, Music",109.0,6.4
588,God's Not Dead,"$60,755,732",Drama,113.0,4.8
589,After Earth,"$60,522,097","Action, Adventure, Sci-Fi",100.0,4.8
590,The Lucky One,"$60,457,138","Drama, Mystery, Romance",101.0,6.5
591,Why Him?,"$60,323,786",Comedy,111.0,6.2
592,Blockers,"$60,311,495",Comedy,102.0,6.2
593,Resident Evil: Afterlife,"$60,128,566","Action, Adventure, Fantasy",96.0,5.9
594,Why Did I Get Married Too?,"$60,095,852","Comedy, Drama, Romance",121.0,4.6
595,Tooth Fairy,"$60,022,256","Comedy, Family, Fantasy",101.0,5.0
597,Pacific Rim: Uprising,"$59,874,525","Action, Adventure, Sci-Fi",111.0,5.6
598,Secretariat,"$59,713,955","Biography, Drama, Family",123.0,7.2
599,Son of God,"$59,700,064","Biography, Drama, History",80.0,6.8
601,My Big Fat Greek Wedding 2,"$59,689,605","Comedy, Romance",94.0,6.0
602,The Dictator,"$59,650,222",Comedy,83.0,6.4
603,The Lego Ninjago Movie,"$59,281,555","Animation, Action, Adventure",101.0,6.0
604,Planes: Fire & Rescue,"$59,165,787","Animation, Adventure, Comedy",83.0,6.0
605,The Grand Budapest Hotel,"$59,100,318","Adventure, Comedy, Crime",99.0,8.1
606,Vacation,"$58,884,188","Adventure, Comedy",99.0,6.1
607,Total Recall,"$58,877,969","Action, Adventure, Sci-Fi",118.0,6.3
608,Water for Elephants,"$58,709,717","Drama, Romance",120.0,6.9
609,Jack Reacher: Never Go Back,"$58,697,076","Action, Thriller",118.0,6.1
610,RoboCop,"$58,607,007","Action, Crime, Sci-Fi",117.0,6.2
611,Easy A,"$58,401,464","Comedy, Drama, Romance",92.0,7.1
612,Tomb Raider,"$58,250,803","Action, Adventure, Fantasy",119.0,6.3
613,The Secret Life of Walter Mitty,"$58,236,838","Comedy, Drama, Fantasy",114.0,7.3
614,Baywatch,"$58,060,186","Action, Comedy, Crime",116.0,5.6
615,The Lincoln Lawyer,"$58,009,200","Crime, Drama, Thriller",118.0,7.3
616,Takers,"$57,744,720","Action, Crime, Thriller",107.0,6.2
617,Fences,"$57,642,961",Drama,139.0,7.2
618,The Shack,"$57,386,418","Drama, Fantasy",132.0,6.3
619,The Perfect Guy,"$57,017,904","Crime, Drama, Horror",100.0,5.6
620,Escape from Planet Earth,"$57,012,977","Animation, Adventure, Comedy",89.0,5.9
621,American Reunion,"$57,011,521",Comedy,113.0,6.7
622,Escape Room,"$57,005,601","Action, Adventure, Horror",81.0,4.2
625,Midnight in Paris,"$56,816,662","Comedy, Fantasy, Romance",94.0,7.7
626,12 Years a Slave,"$56,671,993","Biography, Drama, History",134.0,8.1
627,Darkest Hour,"$56,468,410","Biography, Drama, Family",125.0,7.4
628,Joy,"$56,451,232","Biography, Drama",75.0,6.1
633,Dracula Untold,"$56,280,355","Action, Drama, Fantasy",92.0,6.3
634,Me Before You,"$56,245,075","Drama, Romance",106.0,7.4
635,Fantastic Four,"$56,117,548","Action, Adventure, Sci-Fi",100.0,4.3
636,ParaNorman,"$56,003,051","Animation, Adventure, Comedy",92.0,7.0
637,Friends with Benefits,"$55,802,754","Comedy, Romance",109.0,6.6
638,Free Birds,"$55,750,480","Animation, Adventure, Comedy",91.0,5.9
639,Hansel & Gretel: Witch Hunters,"$55,703,475","Action, Fantasy, Horror",88.0,6.1
640,Happy Death Day,"$55,683,845","Horror, Mystery, Thriller",96.0,6.5
641,Legend of the Guardians: The Owls of Ga'Hoole,"$55,675,313","Animation, Action, Adventure",97.0,7.0
642,The BFG,"$55,483,770","Adventure, Family, Fantasy",117.0,6.4
643,Neighbors 2: Sorority Rising,"$55,455,765",Comedy,92.0,5.7
644,The Shallows,"$55,124,043","Drama, Horror, Thriller",86.0,6.3
645,I Am Number Four,"$55,100,437","Action, Adventure, Sci-Fi",111.0,6.1
646,The Nutcracker and the Four Realms,"$54,858,851","Adventure, Family, Fantasy",99.0,5.5
647,Office Christmas Party,"$54,767,494",Comedy,105.0,5.8
648,This Means War,"$54,760,791","Action, Comedy, Romance",103.0,6.3
649,The Curse of La Llorona,"$54,733,739","Horror, Mystery, Thriller",93.0,5.6
650,Project X,"$54,731,865",Comedy,88.0,6.7
651,Pet Sematary,"$54,724,696","Horror, Mystery, Thriller",101.0,6.0
652,Source Code,"$54,712,227","Action, Drama, Mystery",93.0,7.5
653,Assassin's Creed,"$54,647,948","Action, Adventure, Sci-Fi",115.0,5.8
654,What Men Want,"$54,611,903","Comedy, Fantasy, Romance",117.0,4.9
655,Tag,"$54,547,470",Comedy,91.0,4.6
661,New Year's Eve,"$54,544,638","Comedy, Romance",113.0,5.7
662,"Three Billboards Outside Ebbing, Missouri","$54,513,740","Comedy, Crime, Drama",115.0,8.2
663,Horrible Bosses 2,"$54,445,357","Comedy, Crime",108.0,6.3
664,The Woman in Black,"$54,333,290","Drama, Fantasy, Horror",95.0,6.4
665,The Hundred-Foot Journey,"$54,240,821","Comedy, Drama",122.0,7.3
666,Evil Dead,"$54,239,856","Fantasy, Horror, Thriller",91.0,6.5
667,The Hateful Eight,"$54,117,416","Crime, Drama, Mystery",168.0,7.8
668,Barbershop: The Next Cut,"$54,030,051","Comedy, Drama",111.0,5.9
669,Insidious,"$54,009,150","Horror, Mystery, Thriller",103.0,6.9
670,Paranormal Activity 4,"$53,921,300","Horror, Mystery, Thriller",88.0,4.6
671,Focus,"$53,862,963","Comedy, Crime, Drama",105.0,6.6
673,A Simple Favor,"$53,548,586","Comedy, Crime, Drama",117.0,6.9
674,Life as We Know It,"$53,374,681","Comedy, Drama, Romance",114.0,6.6
675,Parasite,"$53,367,844","Comedy, Drama, Thriller",132.0,8.7
676,Madea's Big Happy Family,"$53,345,287","Comedy, Drama",106.0,4.7
677,RED 2,"$53,262,560","Action, Adventure, Comedy",116.0,6.6
678,The Devil Inside,"$53,261,944",Horror,83.0,4.2
679,Letters to Juliet,"$53,032,453","Adventure, Comedy, Drama",105.0,6.6
680,Life of the Party,"$52,856,061",Comedy,84.0,7.6
682,13 Hours,"$52,853,219","Action, Drama, History",144.0,7.3
683,Diary of a Wimpy Kid: Rodrick Rules,"$52,698,535","Comedy, Family",99.0,6.6
684,No Good Deed,"$52,543,632","Action, Crime, Drama",84.0,5.6
685,Wall Street: Money Never Sleeps,"$52,474,616",Drama,133.0,6.2
686,A Madea Christmas,"$52,440,051","Comedy, Drama, Romance",100.0,4.9
687,Southpaw,"$52,421,953","Drama, Sport",124.0,7.4
688,Insidious: Chapter 3,"$52,218,558","Horror, Mystery, Thriller",97.0,6.1
689,Selma,"$52,076,908","Biography, Drama, History",128.0,7.5
690,Predators,"$52,000,688","Action, Adventure, Sci-Fi",107.0,6.4
691,Temptation: Confessions of a Marriage Counselor,"$51,975,354","Drama, Thriller",111.0,5.0
692,The Call,"$51,872,378","Crime, Drama, Horror",94.0,6.7
695,The Odd Life of Timothy Green,"$51,853,450","Comedy, Drama, Family",105.0,6.6
696,Footloose,"$51,802,742","Comedy, Drama, Music",113.0,5.9
697,Ghost Rider: Spirit of Vengeance,"$51,774,002","Action, Fantasy, Thriller",96.0,4.3
698,Lion,"$51,739,495","Biography, Drama",118.0,8.1
700,Atomic Blonde,"$51,687,870","Action, Thriller",115.0,6.7
701,The Grey,"$51,580,136","Action, Adventure, Drama",117.0,6.8
702,American Made,"$51,342,000","Action, Biography, Comedy",115.0,7.2
703,Muppets Most Wanted,"$51,183,113","Adventure, Comedy, Crime",107.0,6.4
704,The Predator,"$51,024,708","Action, Adventure, Sci-Fi",107.0,5.4
705,Ouija,"$50,856,010","Horror, Mystery, Thriller",89.0,4.5
706,The Boxtrolls,"$50,837,305","Animation, Adventure, Comedy",96.0,6.8
707,The Dark Tower,"$50,701,325","Action, Adventure, Fantasy",95.0,5.7
708,Jack Ryan: Shadow Recruit,"$50,577,412","Action, Drama, Thriller",105.0,6.2
709,If I Stay,"$50,474,843","Drama, Fantasy, Music",107.0,6.8
710,Overboard,"$50,316,123","Comedy, Romance",112.0,5.9
711,Hot Tub Time Machine,"$50,287,556","Comedy, Sci-Fi",101.0,6.4
712,The Book of Life,"$50,151,543","Animation, Adventure, Comedy",95.0,7.3
714,Sicario: Day of the Soldado,"$50,072,235","Action, Adventure, Crime",122.0,7.1
715,Red Tails,"$49,876,377","Action, Drama, History",125.0,5.9
716,Pain & Gain,"$49,875,291","Action, Comedy, Crime",129.0,6.4
717,BlacKkKlansman,"$49,275,340","Biography, Crime, Drama",135.0,7.5
718,The Possession,"$49,130,154","Horror, Mystery, Thriller",92.0,5.9
719,Diary of a Wimpy Kid: Dog Days,"$49,008,662","Comedy, Family",94.0,6.3
720,Lady Bird,"$48,958,273","Comedy, Drama",94.0,7.4
721,I Feel Pretty,"$48,795,601","Comedy, Romance",110.0,5.4
722,Isn't It Romantic,"$48,791,187","Comedy, Fantasy, Romance",89.0,5.9
723,About Last Night,"$48,637,684","Comedy, Romance",100.0,6.1
724,The Dilemma,"$48,475,290","Comedy, Drama",111.0,5.3
725,The Huntsman: Winter's War,"$48,390,190","Action, Adventure, Drama",114.0,6.1
726,Sinister,"$48,086,903","Horror, Mystery, Thriller",110.0,6.8
727,Kick-Ass,"$48,071,303","Action, Comedy, Crime",117.0,7.6
728,Kubo and the Two Strings,"$48,023,088","Animation, Action, Adventure",101.0,7.8
729,Vice,"$47,836,282","Biography, Comedy, Drama",96.0,4.2
731,Manchester by the Sea,"$47,695,120",Drama,137.0,7.8
732,Into the Storm,"$47,602,194","Action, Adventure, Drama",89.0,5.8
733,Poltergeist,"$47,425,125","Horror, Thriller",93.0,4.9
734,Jupiter Ascending,"$47,387,723","Action, Adventure, Sci-Fi",127.0,5.3
735,Savages,"$47,382,068","Crime, Drama, Thriller",131.0,6.5
736,Warcraft,"$47,365,290","Action, Adventure, Fantasy",123.0,6.9
737,Boo 2! A Madea Halloween,"$47,319,572","Comedy, Drama, Horror",101.0,3.8
738,The Judge,"$47,119,388","Crime, Drama",141.0,7.4
742,Killers,"$47,059,963","Action, Comedy, Romance",100.0,5.4
744,Jersey Boys,"$47,034,272","Biography, Drama, Music",134.0,6.8
745,Sicario,"$46,889,293","Action, Crime, Drama",121.0,7.6
746,Red Sparrow,"$46,874,505","Action, Drama, Thriller",140.0,6.6
747,How to Be Single,"$46,843,513","Comedy, Drama, Romance",110.0,6.1
748,Goosebumps 2: Haunted Halloween,"$46,700,633","Adventure, Comedy, Family",90.0,5.6
749,Arthur Christmas,"$46,462,469","Animation, Adventure, Comedy",97.0,7.1
750,The Best Exotic Marigold Hotel,"$46,412,041","Comedy, Drama, Romance",124.0,7.3
751,Breaking In,"$46,383,120","Action, Crime, Drama",88.0,5.4
752,Blended,"$46,294,610","Comedy, Romance",117.0,6.5
753,Mike and Dave Need Wedding Dates,"$46,007,113","Comedy, Romance",98.0,6.0
754,Gangster Squad,"$46,000,903","Action, Crime, Drama",113.0,6.7
755,Snatched,"$45,825,314","Action, Adventure, Comedy",81.0,5.5
757,Five Feet Apart,"$45,729,221","Drama, Romance",116.0,7.2
758,The Great Wall,"$45,540,830","Action, Adventure, Fantasy",103.0,6.0
760,Moonrise Kingdom,"$45,512,466","Comedy, Drama, Romance",94.0,7.8
761,12 Strong,"$45,495,662","Action, Drama, History",130.0,6.6
762,The Man from U.N.C.L.E.,"$45,445,109","Action, Adventure, Comedy",116.0,7.3
763,Ma,"$45,373,120","Horror, Mystery, Thriller",80.0,5.9
766,Here Comes the Boom,"$45,290,318","Action, Comedy, Sport",105.0,6.4
767,Wonder Park,"$45,216,793","Animation, Adventure, Comedy",85.0,5.7
768,The Giver,"$45,089,048","Drama, Romance, Sci-Fi",97.0,6.5
769,Hall Pass,"$45,060,734","Comedy, Romance",105.0,5.9
770,Spotlight,"$45,055,776","Biography, Crime, Drama",129.0,8.1
772,Smurfs: The Lost Village,"$45,020,282","Animation, Adventure, Comedy",90.0,6.0
773,Going in Style,"$45,003,463","Comedy, Crime",96.0,6.6
774,Den of Thieves,"$44,947,622","Action, Crime, Drama",140.0,7.0
775,First Man,"$44,936,545","Biography, Drama, History",141.0,7.4
777,All Eyez on Me,"$44,922,302","Biography, Drama, Music",139.0,5.8
778,xXx: Return of Xander Cage,"$44,898,413","Action, Adventure, Thriller",107.0,5.2
779,Cop Out,"$44,875,481","Action, Comedy, Crime",107.0,5.6
780,Red Dawn,"$44,806,783","Action, Adventure, Crime",93.0,5.4
781,The Internship,"$44,672,764",Comedy,119.0,6.3
782,The Artist,"$44,671,682","Comedy, Drama, Romance",100.0,7.9
784,"McFarland, USA","$44,469,602","Biography, Drama, Sport",129.0,7.4
785,Instructions Not Included,"$44,467,206","Comedy, Drama",115.0,7.6
